timestamp,est_pos_x,est_pos_y,est_pos_z,est_vel_x,est_vel_y,est_vel_z,est_q_w,est_q_x,est_q_y,est_q_z,true_pos_x,true_pos_y,true_pos_z,true_vel_x,true_vel_y,true_vel_z,true_q_w,true_q_x,true_q_y,true_q_z,pos_error,vel_error,att_error
30.29,4.31699e+06,606598,4.64702e+06,-120.351,-43.078,100.202,0.0876094,0.119915,-0.144702,0.978267,4.31925e+06,607722,4.64479e+06,29.1891,6.05199,-41.3369,1,0,0,0,3370.22,211.682,2.96615
30.39,4.31698e+06,606593,4.64703e+06,-121.042,-43.473,100.165,0.0827144,0.119381,-0.145437,0.978649,4.31925e+06,607722,4.64478e+06,29.2153,5.88309,-41.3539,1,0,0,0,3391.29,212.228,2.97597
30.49,4.31697e+06,606589,4.64704e+06,-122.348,-43.9548,99.4644,0.0779749,0.11879,-0.146159,0.979003,4.31926e+06,607723,4.64478e+06,29.2414,5.71412,-41.3694,1,0,0,0,3412.42,212.792,2.98548
30.59,4.31696e+06,606585,4.64705e+06,-122.095,-44.2171,100.441,0.0728281,0.118231,-0.146825,0.979367,4.31926e+06,607723,4.64477e+06,29.2672,5.54508,-41.3833,1,0,0,0,3433.6,213.31,2.99581
30.69,4.31694e+06,606580,4.64706e+06,-121.644,-44.4511,101.63,0.0673847,0.117689,-0.147419,0.979733,4.31926e+06,607724,4.64477e+06,29.2928,5.37596,-41.3956,1,0,0,0,3454.84,213.824,3.00672
30.79,4.31693e+06,606576,4.64707e+06,-122.174,-44.8247,101.764,0.0625295,0.117048,-0.148072,0.980033,4.31927e+06,607724,4.64477e+06,29.3181,5.20679,-41.4063,1,0,0,0,3476.14,214.361,3.01645
30.89,4.31692e+06,606571,4.64708e+06,-122.785,-45.2103,101.81,0.0577712,0.116376,-0.148736,0.980304,4.31927e+06,607725,4.64476e+06,29.3432,5.03755,-41.4154,1,0,0,0,3497.49,214.898,3.02599
30.99,4.31691e+06,606567,4.64709e+06,-123.342,-45.5889,101.913,0.0530418,0.115698,-0.149373,0.980555,4.31927e+06,607725,4.64476e+06,29.3681,4.86826,-41.423,1,0,0,0,3518.89,215.434,3.03546
31.09,4.3169e+06,606562,4.6471e+06,-123.795,-45.953,102.127,0.0481889,0.115806,-0.150493,0.980622,4.31928e+06,607726,4.64475e+06,29.3928,4.69892,-41.429,1,0,0,0,3540.34,215.964,3.04518
31.19,4.31688e+06,606558,4.64711e+06,-124.532,-46.3575,102.034,0.0432751,0.115121,-0.151098,0.980838,4.31928e+06,607726,4.64475e+06,29.4172,4.52953,-41.4334,1,0,0,0,3561.85,216.501,3.05502
31.29,4.31687e+06,606553,4.64712e+06,-124.979,-46.7213,102.252,0.0383684,0.114399,-0.151694,0.981035,4.31928e+06,607727,4.64474e+06,29.4415,4.3601,-41.4362,1,0,0,0,3583.42,217.028,3.06484
31.39,4.31686e+06,606549,4.64713e+06,-122.966,-46.7388,105.117,0.0331096,0.113692,-0.152219,0.981227,4.31928e+06,607727,4.64474e+06,29.4654,4.19063,-41.4374,1,0,0,0,3605.04,217.503,3.07536
31.49,4.31685e+06,606544,4.64714e+06,-123.337,-47.0917,105.417,0.0282061,0.112947,-0.152819,0.981373,4.31929e+06,607728,4.64474e+06,29.4892,4.02112,-41.437,1,0,0,0,3626.72,218.024,3.08517
31.59,4.31683e+06,606539,4.64715e+06,-123.811,-47.4593,105.605,0.0233229,0.112153,-0.153379,0.981505,4.31929e+06,607728,4.64473e+06,29.5127,3.85159,-41.4351,1,0,0,0,3648.46,218.545,3.09494
31.69,4.31682e+06,606534,4.64716e+06,-125.009,-47.9299,105.016,0.0188306,0.111311,-0.153971,0.981605,4.31929e+06,607728,4.64473e+06,29.536,3.68203,-41.4315,1,0,0,0,3670.24,219.077,3.10393
31.79,4.31681e+06,606530,4.64718e+06,-124.856,-48.2081,105.877,0.0133913,0.110592,-0.154406,0.981707,4.3193e+06,607729,4.64472e+06,29.5591,3.51245,-41.4264,1,0,0,0,3692.07,219.584,3.11481
31.89,4.3168e+06,606525,4.64719e+06,-125.239,-48.5626,106.162,0.00839034,0.109777,-0.154914,0.981774,4.3193e+06,607729,4.64472e+06,29.5819,3.34286,-41.4197,1,0,0,0,3713.96,220.1,3.12481
31.99,4.31678e+06,606520,4.6472e+06,-125.794,-48.9418,106.263,0.00372269,0.108941,-0.155475,0.981807,4.3193e+06,607729,4.64472e+06,29.6045,3.17325,-41.4114,1,0,0,0,3735.9,220.619,3.13415
32.09,4.31677e+06,606515,4.64721e+06,-126.246,-49.3074,106.476,-0.00146851,0.106959,-0.156854,0.981812,4.3193e+06,607730,4.64471e+06,29.6269,3.00363,-41.4016,1,0,0,0,3757.9,221.135,3.13866
32.19,4.31676e+06,606510,4.64722e+06,-126.042,-49.5808,107.395,-0.00641711,0.106115,-0.157327,0.981808,4.31931e+06,607730,4.64471e+06,29.649,2.83401,-41.3901,1,0,0,0,3779.95,221.64,3.12876
32.29,4.31675e+06,606505,4.64723e+06,-126.695,-49.9745,107.393,-0.0113401,0.105189,-0.157753,0.981795,4.31931e+06,607730,4.6447e+06,29.6709,2.66439,-41.3771,1,0,0,0,3802.04,222.157,3.11891
32.39,4.31673e+06,606500,4.64724e+06,-126.205,-50.2072,108.62,-0.0163881,0.104305,-0.158181,0.981749,4.31931e+06,607731,4.6447e+06,29.6925,2.49477,-41.3625,1,0,0,0,3824.19,222.658,3.10881
32.49,4.31672e+06,606495,4.64725e+06,-126.474,-50.5462,109.032,-0.0213321,0.103365,-0.158591,0.981687,4.31932e+06,607731,4.64469e+06,29.7139,2.32516,-41.3463,1,0,0,0,3846.4,223.167,3.09893
32.59,4.31671e+06,606490,4.64726e+06,-128.668,-51.157,107.372,-0.0256363,0.102317,-0.159052,0.981619,4.31932e+06,607731,4.64469e+06,29.7351,2.15556,-41.3285,1,0,0,0,3868.65,223.709,3.09031
32.69,4.3167e+06,606485,4.64727e+06,-128.59,-51.4464,108.156,-0.0308354,0.101371,-0.159389,0.981513,4.31932e+06,607731,4.64469e+06,29.756,1.98598,-41.3092,1,0,0,0,3890.95,224.206,3.07991
32.79,4.31668e+06,606480,4.64728e+06,-128.776,-51.7725,108.656,-0.0359989,0.100411,-0.159748,0.981378,4.31933e+06,607731,4.64468e+06,29.7767,1.81642,-41.2883,1,0,0,0,3913.31,224.709,3.06958
32.89,4.31667e+06,606474,4.64729e+06,-128.447,-52.0231,109.706,-0.0419399,0.0995828,-0.159987,0.981187,4.31933e+06,607732,4.64468e+06,29.7972,1.64689,-41.2658,1,0,0,0,3935.72,225.198,3.05769
32.99,4.31666e+06,606469,4.64731e+06,-128.1,-52.2685,110.771,-0.0483836,0.0988222,-0.160174,0.980937,4.31933e+06,607732,4.64467e+06,29.8174,1.47738,-41.2417,1,0,0,0,3958.18,225.687,3.04479
33.09,4.31664e+06,606464,4.64732e+06,-128.55,-52.6336,110.984,-0.0532901,0.0986446,-0.162373,0.980339,4.31933e+06,607732,4.64467e+06,29.8374,1.30791,-41.216,1,0,0,0,3980.7,226.189,3.03496
33.19,4.31663e+06,606459,4.64733e+06,-128.089,-52.8708,112.179,-0.0582169,0.09759,-0.162702,0.98011,4.31934e+06,607732,4.64467e+06,29.8571,1.13848,-41.1888,1,0,0,0,4003.26,226.684,3.02509
33.29,4.31662e+06,606453,4.64734e+06,-128.652,-53.2516,112.272,-0.0630828,0.096499,-0.163019,0.979864,4.31934e+06,607732,4.64466e+06,29.8765,0.969081,-41.16,1,0,0,0,4025.88,227.184,3.01534
33.39,4.31661e+06,606448,4.64735e+06,-128.349,-53.51,113.296,-0.0680739,0.0954223,-0.163312,0.979587,4.31934e+06,607732,4.64466e+06,29.8958,0.799732,-41.1297,1,0,0,0,4048.55,227.681,3.00534
33.49,4.31659e+06,606443,4.64736e+06,-128.984,-53.9,113.313,-0.0729002,0.0942848,-0.163617,0.979298,4.31935e+06,607732,4.64465e+06,29.9147,0.630433,-41.0978,1,0,0,0,4071.26,228.177,2.99566
33.59,4.31658e+06,606437,4.64737e+06,-129.238,-54.2361,113.739,-0.0778397,0.0931714,-0.163919,0.978974,4.31935e+06,607732,4.64465e+06,29.9334,0.461187,-41.0643,1,0,0,0,4094.03,228.673,2.98576
33.69,4.31657e+06,606432,4.64738e+06,-130.272,-54.6824,113.328,-0.0824019,0.0919506,-0.164229,0.978664,4.31935e+06,607732,4.64465e+06,29.9519,0.292,-41.0292,1,0,0,0,4116.84,229.172,2.9766
33.79,4.31655e+06,606426,4.6474e+06,-130.65,-55.0353,113.622,-0.0873342,0.0907699,-0.164478,0.978305,4.31936e+06,607732,4.64464e+06,29.9701,0.122873,-40.9926,1,0,0,0,4139.71,229.667,2.9667
33.89,4.31654e+06,606421,4.64741e+06,-130.952,-55.3762,113.999,-0.092388,0.0896321,-0.16471,0.977907,4.31936e+06,607732,4.64464e+06,29.9881,-0.0461866,-40.9545,1,0,0,0,4162.63,230.16,2.95655
33.99,4.31653e+06,606415,4.64742e+06,-131.992,-55.8252,113.589,-0.096132,0.0882518,-0.165054,0.977613,4.31936e+06,607732,4.64463e+06,30.0057,-0.215177,-40.9147,1,0,0,0,4185.6,230.667,2.94903
34.09,4.31652e+06,606410,4.64743e+06,-132.444,-56.188,113.804,-0.1007,0.0889405,-0.165851,0.976956,4.31936e+06,607732,4.64463e+06,30.0232,-0.384093,-40.8735,1,0,0,0,4208.61,231.16,2.93985
34.19,4.3165e+06,606404,4.64744e+06,-135.87,-56.9685,110.817,-0.105486,0.0876654,-0.166098,0.976524,4.31937e+06,607732,4.64462e+06,30.0403,-0.552931,-40.8306,1,0,0,0,4231.67,231.745,2.93023
34.29,4.31649e+06,606398,4.64745e+06,-136.484,-57.3536,110.858,-0.110336,0.0864064,-0.166313,0.976063,4.31937e+06,607732,4.64462e+06,30.0573,-0.721687,-40.7863,1,0,0,0,4254.8,232.248,2.92047
34.39,4.31647e+06,606393,4.64746e+06,-136.388,-57.6385,111.663,-0.115249,0.0851498,-0.166489,0.975576,4.31937e+06,607732,4.64462e+06,30.0739,-0.890357,-40.7403,1,0,0,0,4277.96,232.716,2.91058
34.49,4.31646e+06,606387,4.64748e+06,-134.316,-57.6444,114.597,-0.120671,0.0839339,-0.166637,0.975,4.31938e+06,607732,4.64461e+06,30.0903,-1.05894,-40.6929,1,0,0,0,4301.19,233.123,2.89966
34.59,4.31645e+06,606381,4.64749e+06,-134.04,-57.9021,115.599,-0.125775,0.082672,-0.16679,0.974437,4.31938e+06,607732,4.64461e+06,30.1064,-1.22742,-40.6439,1,0,0,0,4324.46,233.597,2.88937
34.69,4.31644e+06,606375,4.6475e+06,-134.354,-58.2424,115.966,-0.130704,0.0813569,-0.166947,0.973872,4.31938e+06,607732,4.6446e+06,30.1222,-1.39581,-40.5933,1,0,0,0,4347.78,234.083,2.87943
34.79,4.31642e+06,606370,4.64751e+06,-133.866,-58.4673,117.195,-0.136357,0.0801846,-0.167009,0.973183,4.31939e+06,607732,4.6446e+06,30.1378,-1.5641,-40.5413,1,0,0,0,4371.15,234.555,2.86803
34.89,4.31641e+06,606364,4.64752e+06,-134.631,-58.8712,117.081,-0.140771,0.0787666,-0.167185,0.97264,4.31939e+06,607731,4.6446e+06,30.153,-1.73228,-40.4877,1,0,0,0,4394.58,235.046,2.85911
34.99,4.3164e+06,606358,4.64753e+06,-134.694,-59.1719,117.719,-0.146329,0.0775256,-0.167259,0.971906,4.31939e+06,607731,4.64459e+06,30.1681,-1.90035,-40.4325,1,0,0,0,4418.04,235.523,2.84788
35.09,4.31638e+06,606352,4.64755e+06,-135.151,-59.5336,117.934,-0.151153,0.0766027,-0.169461,0.970859,4.31939e+06,607731,4.64459e+06,30.1828,-2.0683,-40.3759,1,0,0,0,4441.57,236.008,2.83812
35.19,4.31637e+06,606346,4.64756e+06,-135.398,-59.8654,118.377,-0.155904,0.075178,-0.169574,0.970199,4.3194e+06,607731,4.64458e+06,30.1972,-2.23614,-40.3177,1,0,0,0,4465.14,236.489,2.82851
35.29,4.31636e+06,606340,4.64757e+06,-134.841,-60.084,119.687,-0.16077,0.0737655,-0.16971,0.96949,4.3194e+06,607731,4.64458e+06,30.2114,-2.40386,-40.258,1,0,0,0,4488.76,236.963,2.81865
35.39,4.31634e+06,606334,4.64758e+06,-134.824,-60.3778,120.417,-0.165601,0.0723448,-0.169792,0.968769,4.3194e+06,607730,4.64458e+06,30.2253,-2.57145,-40.1968,1,0,0,0,4512.42,237.444,2.80886
35.49,4.31633e+06,606328,4.64759e+06,-136.532,-60.9136,119.292,-0.170123,0.0708503,-0.169926,0.968072,4.31941e+06,607730,4.64457e+06,30.2389,-2.73891,-40.1341,1,0,0,0,4536.14,237.936,2.79968
35.59,4.31632e+06,606322,4.64761e+06,-136.073,-61.1434,120.501,-0.175224,0.0694237,-0.170009,0.967251,4.31941e+06,607730,4.64457e+06,30.2521,-2.90623,-40.0699,1,0,0,0,4559.91,238.408,2.78933
35.69,4.3163e+06,606316,4.64762e+06,-136.061,-61.4361,121.229,-0.180271,0.0679969,-0.170062,0.966415,4.31941e+06,607730,4.64456e+06,30.2652,-3.07342,-40.0041,1,0,0,0,4583.72,238.886,2.77907
35.79,4.31629e+06,606310,4.64763e+06,-136.724,-61.8234,121.234,-0.184844,0.0664761,-0.170122,0.965646,4.31942e+06,607729,4.64456e+06,30.2779,-3.24047,-39.9369,1,0,0,0,4607.58,239.369,2.76977
35.89,4.31627e+06,606303,4.64764e+06,-136.697,-62.1111,121.979,-0.190253,0.0650728,-0.170112,0.964692,4.31942e+06,607729,4.64456e+06,30.2903,-3.40738,-39.8682,1,0,0,0,4631.48,239.845,2.75875
35.99,4.31626e+06,606297,4.64766e+06,-137.169,-62.4699,122.193,-0.195017,0.0635739,-0.170155,0.963833,4.31942e+06,607729,4.64455e+06,30.3024,-3.57413,-39.798,1,0,0,0,4655.44,240.325,2.74904
36.09,4.31625e+06,606291,4.64767e+06,-137.633,-62.8276,122.411,-0.199392,0.0639381,-0.170635,0.962828,4.31942e+06,607728,4.64455e+06,30.3142,-3.74073,-39.7263,1,0,0,0,4679.45,240.803,2.74012
36.19,4.31623e+06,606285,4.64768e+06,-138.442,-63.2336,122.259,-0.204102,0.0624062,-0.170678,0.961934,4.31943e+06,607728,4.64454e+06,30.3257,-3.90717,-39.6531,1,0,0,0,4703.5,241.284,2.7305
36.29,4.31622e+06,606278,4.64769e+06,-137.991,-63.4616,123.467,-0.208904,0.0608669,-0.170698,0.960998,4.31943e+06,607727,4.64454e+06,30.3369,-4.07346,-39.5784,1,0,0,0,4727.61,241.754,2.72068
36.39,4.31621e+06,606272,4.6477e+06,-141.483,-64.2431,120.432,-0.213222,0.0592067,-0.170764,0.960141,4.31943e+06,607727,4.64454e+06,30.3478,-4.23958,-39.5023,1,0,0,0,4751.76,242.291,2.71185
36.49,4.31619e+06,606265,4.64772e+06,-142.704,-64.7054,119.843,-0.217785,0.0575696,-0.170799,0.95921,4.31944e+06,607727,4.64453e+06,30.3583,-4.40553,-39.4247,1,0,0,0,4775.96,242.802,2.7025
36.59,4.31618e+06,606259,4.64773e+06,-141.852,-64.8751,121.485,-0.222925,0.056038,-0.170775,0.958123,4.31944e+06,607726,4.64453e+06,30.3686,-4.5713,-39.3456,1,0,0,0,4800.22,243.235,2.69197
36.69,4.31616e+06,606253,4.64774e+06,-142.037,-65.19,122.015,-0.227773,0.0544419,-0.170768,0.957076,4.31944e+06,607726,4.64452e+06,30.3785,-4.73691,-39.2651,1,0,0,0,4824.51,243.707,2.68201
36.79,4.31615e+06,606246,4.64775e+06,-142.02,-65.4756,122.762,-0.232873,0.0528649,-0.170773,0.955935,4.31945e+06,607725,4.64452e+06,30.3881,-4.90233,-39.1831,1,0,0,0,4848.86,244.172,2.67153
36.89,4.31614e+06,606240,4.64777e+06,-141.813,-65.7323,123.714,-0.238424,0.0513806,-0.17072,0.954656,4.31945e+06,607725,4.64452e+06,30.3974,-5.06757,-39.0996,1,0,0,0,4873.25,244.632,2.66011
36.99,4.31612e+06,606233,4.64778e+06,-141.781,-66.0123,124.478,-0.244057,0.0498682,-0.170649,0.953325,4.31945e+06,607724,4.64451e+06,30.4064,-5.23262,-39.0148,1,0,0,0,4897.69,245.097,2.6485
37.09,4.31611e+06,606227,4.64779e+06,-142.255,-66.3647,124.699,-0.248364,0.0502341,-0.170345,0.952247,4.31946e+06,607724,4.64451e+06,30.415,-5.39748,-38.9284,1,0,0,0,4922.17,245.573,2.63961
37.19,4.31609e+06,606220,4.6478e+06,-143.837,-66.8724,123.73,-0.252951,0.0485662,-0.170336,0.951127,4.31946e+06,607723,4.6445e+06,30.4233,-5.56215,-38.8407,1,0,0,0,4946.71,246.079,2.63013
37.29,4.31608e+06,606213,4.64782e+06,-144.138,-67.1998,124.142,-0.257605,0.0468826,-0.170319,0.949965,4.31946e+06,607723,4.6445e+06,30.4313,-5.72662,-38.7515,1,0,0,0,4971.3,246.551,2.62051
37.39,4.31607e+06,606206,4.64783e+06,-143.537,-67.4001,125.526,-0.262394,0.0452249,-0.170313,0.948735,4.31946e+06,607722,4.6445e+06,30.4389,-5.89088,-38.6609,1,0,0,0,4995.94,246.999,2.61059
37.49,4.31605e+06,606200,4.64784e+06,-144.71,-67.8497,125.004,-0.266898,0.0434961,-0.170282,0.947564,4.31947e+06,607721,4.64449e+06,30.4462,-6.05494,-38.5688,1,0,0,0,5020.62,247.496,2.60125
37.59,4.31604e+06,606193,4.64786e+06,-142.927,-67.8818,127.664,-0.27227,0.0418975,-0.170226,0.946117,4.31947e+06,607721,4.64449e+06,30.4531,-6.21879,-38.4754,1,0,0,0,5045.35,247.922,2.59009
37.69,4.31602e+06,606186,4.64787e+06,-142.902,-68.1611,128.434,-0.27717,0.0402183,-0.170181,0.944774,4.31947e+06,607720,4.64449e+06,30.4597,-6.38243,-38.3805,1,0,0,0,5070.13,248.39,2.5799
37.79,4.31601e+06,606179,4.64788e+06,-143.165,-68.4806,128.896,-0.281942,0.0385055,-0.170141,0.943439,4.31948e+06,607719,4.64448e+06,30.4659,-6.54585,-38.2843,1,0,0,0,5094.96,248.863,2.56996
37.89,4.31599e+06,606173,4.6479e+06,-143.331,-68.7856,129.463,-0.286935,0.0368272,-0.170089,0.942009,4.31948e+06,607719,4.64448e+06,30.4718,-6.70905,-38.1866,1,0,0,0,5119.83,249.334,2.55954
37.99,4.31598e+06,606166,4.64791e+06,-143.352,-69.0682,130.187,-0.292365,0.0352358,-0.170033,0.94041,4.31948e+06,607718,4.64447e+06,30.4774,-6.87202,-38.0875,1,0,0,0,5144.75,249.802,2.5482
38.09,4.31597e+06,606159,4.64792e+06,-143.842,-69.416,130.412,-0.296996,0.0334104,-0.168347,0.939328,4.31949e+06,607717,4.64447e+06,30.4825,-7.03477,-37.9871,1,0,0,0,5169.71,250.278,2.5385
38.19,4.31595e+06,606152,4.64794e+06,-144.396,-69.7721,130.573,-0.301566,0.0316225,-0.168303,0.93794,4.31949e+06,607717,4.64447e+06,30.4873,-7.19728,-37.8853,1,0,0,0,5194.73,250.754,2.52892
38.29,4.31594e+06,606145,4.64795e+06,-146.619,-70.3627,128.937,-0.306011,0.0298307,-0.16825,0.936568,4.31949e+06,607716,4.64446e+06,30.4918,-7.35956,-37.7821,1,0,0,0,5219.79,251.263,2.51959
38.39,4.31592e+06,606138,4.64796e+06,-149.475,-71.0423,126.623,-0.310314,0.0279742,-0.168181,0.935221,4.31949e+06,607715,4.64446e+06,30.4958,-7.52161,-37.6775,1,0,0,0,5244.89,251.832,2.51055
38.49,4.31591e+06,606131,4.64797e+06,-149.526,-71.3273,127.332,-0.314938,0.0261839,-0.168139,0.933733,4.3195e+06,607714,4.64446e+06,30.4995,-7.6834,-37.5716,1,0,0,0,5270.05,252.296,2.50081
38.59,4.31589e+06,606124,4.64799e+06,-149.223,-71.5621,128.424,-0.319736,0.0244327,-0.168038,0.932167,4.3195e+06,607714,4.64445e+06,30.5028,-7.84496,-37.4643,1,0,0,0,5295.26,252.745,2.49069
38.69,4.31588e+06,606117,4.648e+06,-148.287,-71.7069,130.197,-0.325002,0.0227535,-0.167951,0.930402,4.3195e+06,607713,4.64445e+06,30.5057,-8.00626,-37.3557,1,0,0,0,5320.53,253.177,2.47957
38.79,4.31586e+06,606109,4.64801e+06,-148.502,-72.0138,130.734,-0.329748,0.02095,-0.167904,0.928782,4.31951e+06,607712,4.64444e+06,30.5083,-8.16731,-37.2457,1,0,0,0,5345.83,253.65,2.46952
38.89,4.31585e+06,606102,4.64803e+06,-148.604,-72.3041,131.393,-0.334728,0.0192179,-0.167832,0.927049,4.31951e+06,607711,4.64444e+06,30.5105,-8.32811,-37.1344,1,0,0,0,5371.18,254.119,2.45896
38.99,4.31584e+06,606095,4.64804e+06,-148.294,-72.5334,132.493,-0.340662,0.0176233,-0.167727,0.924936,4.31951e+06,607710,4.64444e+06,30.5122,-8.48864,-37.0218,1,0,0,0,5396.58,254.576,2.44635
39.09,4.31582e+06,606088,4.64805e+06,-148.798,-72.8816,132.722,-0.344815,0.0175697,-0.168543,0.923248,4.31952e+06,607710,4.64443e+06,30.5136,-8.64891,-36.9078,1,0,0,0,5422.03,255.054,2.43751
39.19,4.31581e+06,606080,4.64807e+06,-147.339,-72.9546,135.066,-0.349338,0.0157392,-0.1685,0.921587,4.31952e+06,607709,4.64443e+06,30.5146,-8.80891,-36.7925,1,0,0,0,5447.53,255.504,2.42786
39.29,4.31579e+06,606073,4.64808e+06,-146.952,-73.1779,136.259,-0.353866,0.0138734,-0.168425,0.919902,4.31952e+06,607708,4.64443e+06,30.5151,-8.96864,-36.6759,1,0,0,0,5473.07,255.976,2.41819
39.39,4.31578e+06,606066,4.6481e+06,-146.817,-73.4363,137.182,-0.358382,0.0120402,-0.16838,0.918186,4.31953e+06,607707,4.64442e+06,30.5153,-9.1281,-36.558,1,0,0,0,5498.66,256.452,2.40852
39.49,4.31576e+06,606058,4.64811e+06,-148.135,-73.8993,136.542,-0.362648,0.010132,-0.16828,0.916551,4.31953e+06,607706,4.64442e+06,30.5151,-9.28728,-36.4388,1,0,0,0,5524.3,256.93,2.39938
39.59,4.31575e+06,606051,4.64812e+06,-149.442,-74.3607,135.918,-0.366838,0.00824099,-0.168216,0.914913,4.31953e+06,607705,4.64441e+06,30.5144,-9.44618,-36.3183,1,0,0,0,5549.98,257.417,2.39038
39.69,4.31573e+06,606044,4.64814e+06,-150.2,-74.7454,135.887,-0.371154,0.00630991,-0.168129,0.913202,4.31953e+06,607704,4.64441e+06,30.5134,-9.60479,-36.1966,1,0,0,0,5575.71,257.902,2.38109
39.79,4.31572e+06,606036,4.64815e+06,-150.133,-75.0133,136.745,-0.375975,0.00448622,-0.168049,0.911253,4.31954e+06,607703,4.64441e+06,30.5119,-9.76312,-36.0735,1,0,0,0,5601.5,258.372,2.3707
39.89,4.3157e+06,606029,4.64816e+06,-150.036,-75.2764,137.634,-0.381051,0.00274718,-0.167958,0.909166,4.31954e+06,607702,4.6444e+06,30.51,-9.92115,-35.9492,1,0,0,0,5627.33,258.843,2.35973
39.99,4.31569e+06,606021,4.64818e+06,-150.922,-75.6804,137.475,-0.384828,0.000734739,-0.167875,0.907593,4.31954e+06,607701,4.6444e+06,30.5076,-10.0789,-35.8236,1,0,0,0,5653.21,259.331,2.35155
40.09,4.31567e+06,606014,4.64819e+06,-151.444,-76.0337,137.704,-0.389003,-0.000366565,-0.168982,0.905606,4.31955e+06,607700,4.6444e+06,30.5048,-10.2363,-35.6968,1,0,0,0,5679.14,259.812,2.34249
40.19,4.31566e+06,606006,4.64821e+06,-150.646,-76.2023,139.357,-0.393419,-0.00227729,-0.168882,0.903712,4.31955e+06,607699,4.64439e+06,30.5016,-10.3935,-35.5687,1,0,0,0,5705.12,260.277,2.3329
40.29,4.31564e+06,605998,4.64822e+06,-152.217,-76.7038,138.46,-0.397695,-0.00419106,-0.168795,0.901848,4.31955e+06,607698,4.64439e+06,30.498,-10.5503,-35.4394,1,0,0,0,5731.14,260.772,2.32359
40.39,4.31563e+06,605991,4.64823e+06,-153.648,-77.1858,137.717,-0.401933,-0.00611732,-0.168715,0.899971,4.31956e+06,607697,4.64439e+06,30.4939,-10.7068,-35.3089,1,0,0,0,5757.21,261.277,2.31434
40.49,4.31561e+06,605983,4.64825e+06,-155.089,-77.6699,136.964,-0.406107,-0.00806991,-0.168609,0.8981,4.31956e+06,607696,4.64438e+06,30.4894,-10.863,-35.1771,1,0,0,0,5783.33,261.792,2.30521
40.59,4.3156e+06,605975,4.64826e+06,-154.12,-77.8151,138.809,-0.410896,-0.00989246,-0.168523,0.895916,4.31956e+06,607695,4.64438e+06,30.4844,-11.0189,-35.0441,1,0,0,0,5809.5,262.232,2.29472
40.69,4.31558e+06,605967,4.64828e+06,-153.321,-77.9839,140.472,-0.415858,-0.0116923,-0.168444,0.893618,4.31957e+06,607694,4.64438e+06,30.479,-11.1745,-34.9099,1,0,0,0,5835.72,262.687,2.28382
40.79,4.31557e+06,605960,4.64829e+06,-154.012,-78.3631,140.535,-0.420045,-0.0136231,-0.168356,0.891646,4.31957e+06,607693,4.64437e+06,30.4731,-11.3298,-34.7745,1,0,0,0,5861.99,263.176,2.2746
40.89,4.31555e+06,605952,4.6483e+06,-154.178,-78.6684,141.162,-0.424763,-0.0154512,-0.168284,0.889392,4.31957e+06,607691,4.64437e+06,30.4667,-11.4847,-34.6379,1,0,0,0,5888.3,263.653,2.26419
40.99,4.31554e+06,605944,4.64832e+06,-154.027,-78.9278,142.129,-0.430201,-0.0171687,-0.168206,0.886758,4.31957e+06,607690,4.64436e+06,30.4599,-11.6393,-34.5001,1,0,0,0,5914.66,264.123,2.25216
41.09,4.31552e+06,605936,4.64833e+06,-154.568,-79.2887,142.358,-0.434475,-0.0197112,-0.168844,0.884497,4.31958e+06,607689,4.64436e+06,30.4526,-11.7936,-34.3611,1,0,0,0,5941.08,264.609,2.24268
41.19,4.31551e+06,605928,4.64835e+06,-153.742,-79.4582,144.062,-0.438751,-0.0216243,-0.168735,0.88236,4.31958e+06,607688,4.64436e+06,30.4448,-11.9475,-34.221,1,0,0,0,5967.54,265.08,2.23318
41.29,4.31549e+06,605920,4.64836e+06,-153.751,-79.7458,144.869,-0.443034,-0.0235484,-0.168664,0.880181,4.31958e+06,607687,4.64435e+06,30.4366,-12.1011,-34.0797,1,0,0,0,5994.05,265.562,2.22363
41.39,4.31548e+06,605912,4.64838e+06,-155.116,-80.2239,144.218,-0.447157,-0.0254926,-0.168568,0.878058,4.31959e+06,607685,4.64435e+06,30.4279,-12.2544,-33.9373,1,0,0,0,6020.61,266.055,2.21442
41.49,4.31546e+06,605904,4.64839e+06,-156.846,-80.7541,143.176,-0.451154,-0.0274563,-0.168479,0.875969,4.31959e+06,607684,4.64435e+06,30.4187,-12.4073,-33.7937,1,0,0,0,6047.22,266.566,2.20548
41.59,4.31544e+06,605896,4.6484e+06,-158.212,-81.2345,142.527,-0.455109,-0.029417,-0.168402,0.873871,4.31959e+06,607683,4.64434e+06,30.409,-12.5599,-33.6489,1,0,0,0,6073.87,267.081,2.1966
41.69,4.31543e+06,605888,4.64842e+06,-159.049,-81.6408,142.451,-0.459167,-0.0313481,-0.16834,0.871691,4.3196e+06,607682,4.64434e+06,30.3988,-12.7121,-33.5031,1,0,0,0,6100.58,267.584,2.18748
41.79,4.31541e+06,605880,4.64843e+06,-157.724,-81.742,144.698,-0.464769,-0.0329887,-0.168317,0.868661,4.3196e+06,607680,4.64434e+06,30.3881,-12.8639,-33.3561,1,0,0,0,6127.34,268.018,2.17485
