timestamp,est_pos_x,est_pos_y,est_pos_z,est_vel_x,est_vel_y,est_vel_z,est_q_w,est_q_x,est_q_y,est_q_z,true_pos_x,true_pos_y,true_pos_z,true_vel_x,true_vel_y,true_vel_z,true_q_w,true_q_x,true_q_y,true_q_z,pos_error,vel_error,att_error
1.29,4.31867e+06,606947,4.64543e+06,3.58068,-0.524919,5.59723,0.997809,-0.000201489,0.0133761,0.0647974,4.31866e+06,606993,4.64543e+06,4.27905,35.0922,5.05359,1,0,0,0,45.7568,35.6281,0.132424
1.39,4.31867e+06,606947,4.64543e+06,3.23593,-0.546115,6.17138,0.997495,-5.593e-05,0.0143339,0.0692738,4.31866e+06,606996,4.64543e+06,4.45235,35.105,4.87361,1,0,0,0,49.2471,35.6955,0.141601
1.49,4.31867e+06,606947,4.64543e+06,2.90629,-0.565595,6.75959,0.997169,0.000103158,0.015274,0.0736293,4.31866e+06,607000,4.64543e+06,4.62503,35.1169,4.69295,1,0,0,0,52.7395,35.7836,0.150536
1.59,4.31867e+06,606947,4.64543e+06,2.50573,-0.595525,7.26941,0.996815,0.000272708,0.0162377,0.0780781,4.31866e+06,607003,4.64543e+06,4.79711,35.1278,4.51165,1,0,0,0,56.2396,35.9028,0.159668
1.69,4.31867e+06,606947,4.64543e+06,2.0295,-0.636136,7.69549,0.996432,0.00044768,0.0172207,0.0826224,4.31866e+06,607007,4.64543e+06,4.96855,35.1377,4.32968,1,0,0,0,59.7483,36.0519,0.168999
1.79,4.31867e+06,606947,4.64543e+06,1.68739,-0.658793,8.26275,0.996071,0.000672276,0.0182044,0.0866616,4.31866e+06,607010,4.64543e+06,5.13938,35.1467,4.14707,1,0,0,0,63.2561,36.2062,0.177343
1.89,4.31867e+06,606947,4.64543e+06,1.31817,-0.68539,8.79855,0.995694,0.000869193,0.019175,0.090697,4.31866e+06,607014,4.64543e+06,5.30958,35.1548,3.96381,1,0,0,0,66.7754,36.3844,0.185678
1.99,4.31867e+06,606947,4.64543e+06,0.896656,-0.720008,9.27535,0.995292,0.00108544,0.0201327,0.0948057,4.31866e+06,607017,4.64543e+06,5.47915,35.1619,3.77991,1,0,0,0,70.3065,36.5884,0.194157
2.09,4.31867e+06,606947,4.64544e+06,0.395769,-0.78984,9.66233,0.994136,0.00194807,0.0213044,0.106001,4.31866e+06,607021,4.64543e+06,5.64809,35.1681,3.59539,1,0,0,0,73.8786,36.8425,0.2167
2.19,4.31867e+06,606947,4.64544e+06,-0.168442,-0.845524,9.98227,0.993602,0.00217864,0.0222762,0.110696,4.31866e+06,607024,4.64543e+06,5.81638,35.1733,3.41023,1,0,0,0,77.4416,37.0994,0.226355
2.29,4.31867e+06,606947,4.64544e+06,-0.690511,-0.895718,10.3445,0.993082,0.00242982,0.0232236,0.115075,4.31866e+06,607028,4.64543e+06,5.98405,35.1776,3.22446,1,0,0,0,81.0174,37.3701,0.235384
2.39,4.31867e+06,606947,4.64544e+06,-1.22771,-0.947837,10.688,0.992536,0.0027005,0.0241879,0.119496,4.31867e+06,607031,4.64543e+06,6.15106,35.1809,3.03807,1,0,0,0,84.6116,37.6597,0.244507
2.49,4.31867e+06,606947,4.64544e+06,-1.7597,-1.00024,11.0348,0.991981,0.00297087,0.0251383,0.123828,4.31867e+06,607035,4.64543e+06,6.31743,35.1833,2.85107,1,0,0,0,88.2238,37.9665,0.253456
2.59,4.31867e+06,606947,4.64544e+06,-2.33518,-1.05861,11.3329,0.991361,0.00322904,0.026067,0.128505,4.31867e+06,607038,4.64543e+06,6.48315,35.1847,2.66346,1,0,0,0,91.8562,38.2949,0.263081
2.69,4.31867e+06,606947,4.64544e+06,-2.82251,-1.1065,11.7219,0.990854,0.00349821,0.0269705,0.13217,4.31867e+06,607042,4.64543e+06,6.64823,35.1852,2.47527,1,0,0,0,95.5082,38.63,0.270704
2.79,4.31867e+06,606947,4.64544e+06,-3.32259,-1.15654,12.094,0.990327,0.00379634,0.0278793,0.13587,4.31867e+06,607045,4.64544e+06,6.81264,35.1847,2.28647,1,0,0,0,99.1831,38.982,0.278403
2.89,4.31867e+06,606946,4.64545e+06,-3.92126,-1.21827,12.3608,0.989611,0.00409607,0.0287836,0.140797,4.31867e+06,607049,4.64544e+06,6.9764,35.1833,2.0971,1,0,0,0,102.883,39.3595,0.288535
2.99,4.31867e+06,606946,4.64545e+06,-4.39912,-1.26713,12.751,0.989135,0.00442117,0.0296652,0.143916,4.31867e+06,607052,4.64544e+06,7.1395,35.1809,1.90715,1,0,0,0,106.606,39.739,0.295086
3.09,4.31867e+06,606946,4.64545e+06,-4.9186,-1.31193,13.1029,0.98886,0.00458953,0.0303913,0.145639,4.31867e+06,607056,4.64544e+06,7.30193,35.1776,1.71662,1,0,0,0,110.343,40.1307,0.298804
3.19,4.31867e+06,606946,4.64545e+06,-5.41438,-1.36463,13.4697,0.988371,0.00496439,0.0312774,0.148729,4.31867e+06,607059,4.64544e+06,7.4637,35.1733,1.52553,1,0,0,0,114.125,40.5405,0.305312
3.29,4.31867e+06,606946,4.64545e+06,-5.88658,-1.4164,13.8571,0.987968,0.00535898,0.0321623,0.151182,4.31867e+06,607063,4.64544e+06,7.62481,35.1681,1.33388,1,0,0,0,117.935,40.9611,0.310563
3.39,4.31867e+06,606946,4.64545e+06,-6.38182,-1.47162,14.2181,0.987507,0.00576887,0.0330438,0.153964,4.31867e+06,607066,4.64544e+06,7.78524,35.162,1.14168,1,0,0,0,121.779,41.3971,0.316471
3.49,4.31867e+06,606946,4.64545e+06,-6.89271,-1.52919,14.5608,0.987002,0.00621152,0.033914,0.156969,4.31867e+06,607070,4.64544e+06,7.945,35.1549,0.948932,1,0,0,0,125.655,41.8469,0.322821
3.59,4.31867e+06,606946,4.64546e+06,-7.43904,-1.5899,14.8649,0.986348,0.00662669,0.0347688,0.160823,4.31867e+06,607073,4.64544e+06,8.10409,35.1468,0.755645,1,0,0,0,129.566,42.3113,0.33085
3.69,4.31867e+06,606946,4.64546e+06,-7.97085,-1.65076,15.181,0.985762,0.00702881,0.0356139,0.16418,4.31867e+06,607077,4.64544e+06,8.2625,35.1378,0.561826,1,0,0,0,133.514,42.786,0.337895
3.79,4.31867e+06,606945,4.64546e+06,-8.45148,-1.71124,15.5451,0.985455,0.00753738,0.0364308,0.165812,4.31868e+06,607081,4.64544e+06,8.42023,35.1279,0.367478,1,0,0,0,137.499,43.2682,0.341527
3.89,4.31867e+06,606945,4.64546e+06,-8.98558,-1.77441,15.8537,0.984853,0.00799925,0.0372946,0.169143,4.31868e+06,607084,4.64544e+06,8.57728,35.117,0.172616,1,0,0,0,141.522,43.7644,0.348543
3.99,4.31866e+06,606945,4.64546e+06,-9.46575,-1.83895,16.2117,0.984611,0.00853083,0.0381023,0.170341,4.31868e+06,607088,4.64544e+06,8.73365,35.1052,-0.0227606,1,0,0,0,145.59,44.2679,0.351322
4.09,4.31866e+06,606945,4.64547e+06,-9.99097,-1.90555,16.5172,0.983973,0.00906519,0.0390086,0.173764,4.31868e+06,607091,4.64544e+06,8.88933,35.0924,-0.218642,1,0,0,0,149.692,44.7817,0.358557
4.19,4.31866e+06,606945,4.64547e+06,-10.4657,-1.97477,16.8739,0.983835,0.00968356,0.0397802,0.174333,4.31868e+06,607095,4.64544e+06,9.04432,35.0787,-0.415024,1,0,0,0,153.846,45.3046,0.360094
4.29,4.31866e+06,606944,4.64547e+06,-10.9561,-2.04607,17.2128,0.983606,0.010261,0.0405564,0.17541,4.31868e+06,607098,4.64544e+06,9.19863,35.0641,-0.611893,1,0,0,0,158.042,45.8377,0.362642
4.39,4.31866e+06,606944,4.64547e+06,-11.4514,-2.11924,17.544,0.983353,0.0108412,0.0413385,0.176607,4.31868e+06,607102,4.64544e+06,9.35224,35.0485,-0.809249,1,0,0,0,162.284,46.3796,0.365438
4.49,4.31866e+06,606944,4.64547e+06,-12.018,-2.18628,17.8081,0.982416,0.0113016,0.0421244,0.181538,4.31868e+06,607105,4.64544e+06,9.50517,35.0319,-1.00708,1,0,0,0,166.557,46.9303,0.37561
4.59,4.31866e+06,606944,4.64547e+06,-12.4894,-2.2668,18.1548,0.982457,0.0119902,0.0428437,0.181105,4.31868e+06,607109,4.64544e+06,9.6574,35.0145,-1.20538,1,0,0,0,170.898,47.4888,0.375175
4.69,4.31866e+06,606944,4.64548e+06,-13.0016,-2.34372,18.4626,0.982068,0.0126072,0.0435574,0.182995,4.31868e+06,607112,4.64544e+06,9.80893,34.9961,-1.40414,1,0,0,0,175.277,48.0548,0.379329
4.79,4.31866e+06,606943,4.64548e+06,-13.5622,-2.41254,18.7261,0.9811,0.0130545,0.0443055,0.187906,4.31869e+06,607116,4.64544e+06,9.95977,34.9767,-1.60335,1,0,0,0,179.693,48.6264,0.389455
4.89,4.31866e+06,606943,4.64548e+06,-14.121,-2.48181,18.9893,0.980109,0.0135341,0.0450499,0.192804,4.31869e+06,607119,4.64544e+06,10.1099,34.9564,-1.80302,1,0,0,0,184.157,49.2045,0.399572
4.99,4.31865e+06,606943,4.64548e+06,-14.6784,-2.55056,19.2525,0.979093,0.0140434,0.0457946,0.197692,4.31869e+06,607123,4.64544e+06,10.2593,34.9352,-2.00312,1,0,0,0,188.67,49.7883,0.409682
5.09,4.31865e+06,606943,4.64548e+06,-15.2262,-2.61822,19.5129,0.978039,0.0145578,0.0466274,0.202619,4.31869e+06,607126,4.64544e+06,10.4081,34.913,-2.20365,1,0,0,0,193.224,50.3718,0.419927
5.19,4.31865e+06,606942,4.64549e+06,-15.7795,-2.6869,19.7757,0.976964,0.0150888,0.047339,0.20754,4.31869e+06,607130,4.64543e+06,10.5561,34.8899,-2.40461,1,0,0,0,197.841,50.9662,0.430117
5.29,4.31865e+06,606942,4.64549e+06,-16.3314,-2.75558,20.0384,0.97587,0.0156354,0.048057,0.212423,4.31869e+06,607133,4.64543e+06,10.7034,34.8659,-2.60598,1,0,0,0,202.51,51.5657,0.44025
5.39,4.31865e+06,606942,4.64549e+06,-16.8815,-2.82468,20.301,0.97476,0.0161411,0.0487226,0.217273,4.31869e+06,607137,4.64543e+06,10.8501,34.841,-2.80776,1,0,0,0,207.231,52.1705,0.450302
5.49,4.31865e+06,606942,4.64549e+06,-17.4297,-2.89379,20.5637,0.973623,0.0167013,0.0494039,0.222124,4.31869e+06,607140,4.64543e+06,10.996,34.8151,-3.00995,1,0,0,0,212.006,52.7797,0.460383
5.59,4.31864e+06,606941,4.64549e+06,-17.9763,-2.96308,20.8264,0.972457,0.0172179,0.0500607,0.226991,4.31869e+06,607143,4.64543e+06,11.1412,34.7883,-3.21252,1,0,0,0,216.836,53.3935,0.470492
5.69,4.31864e+06,606941,4.6455e+06,-18.5216,-3.03211,21.0887,0.971265,0.0177437,0.050698,0.231858,4.31869e+06,607147,4.64543e+06,11.2857,34.7605,-3.41548,1,0,0,0,221.719,54.0112,0.48061
5.79,4.31864e+06,606941,4.6455e+06,-19.0652,-3.10105,21.3506,0.970052,0.0183173,0.0513514,0.236698,4.3187e+06,607150,4.64543e+06,11.4295,34.7318,-3.61882,1,0,0,0,226.657,54.6326,0.4907
5.89,4.31864e+06,606940,4.6455e+06,-19.6071,-3.16998,21.6125,0.968815,0.0188593,0.0520065,0.24153,4.3187e+06,607154,4.64543e+06,11.5726,34.7022,-3.82253,1,0,0,0,231.656,55.2577,0.500786
5.99,4.31864e+06,606940,4.6455e+06,-20.1473,-3.23894,21.874,0.96755,0.0194207,0.0526382,0.246373,4.3187e+06,607157,4.64543e+06,11.715,34.6717,-4.0266,1,0,0,0,236.71,55.8861,0.510899
6.09,4.31863e+06,606940,4.64551e+06,-20.6959,-3.30704,22.1389,0.965573,0.0200226,0.053217,0.253841,4.3187e+06,607161,4.64543e+06,11.8566,34.6402,-4.23101,1,0,0,0,241.851,56.5246,0.526316
6.19,4.31863e+06,606939,4.64551e+06,-21.233,-3.37579,22.4007,0.964248,0.0205999,0.0538067,0.258662,4.3187e+06,607164,4.64543e+06,11.9976,34.6078,-4.43578,1,0,0,0,247.022,57.1596,0.53641
6.29,4.31863e+06,606939,4.64551e+06,-21.7685,-3.44486,22.6621,0.962901,0.0211577,0.0543518,0.263476,4.3187e+06,607168,4.64543e+06,12.1378,34.5745,-4.64088,1,0,0,0,252.252,57.7976,0.546484
6.39,4.31863e+06,606939,4.64551e+06,-22.3029,-3.51388,22.9234,0.961536,0.0217444,0.0548945,0.268258,4.3187e+06,607171,4.64543e+06,12.2774,34.5403,-4.84631,1,0,0,0,257.545,58.4386,0.556511
6.49,4.31863e+06,606938,4.64551e+06,-22.8357,-3.58287,23.1847,0.960139,0.0223346,0.0554449,0.273056,4.3187e+06,607175,4.64543e+06,12.4162,34.5052,-5.05205,1,0,0,0,262.896,59.0822,0.566593
6.59,4.31862e+06,606938,4.64552e+06,-23.3669,-3.65206,23.4456,0.958718,0.0229362,0.0559975,0.277845,4.31871e+06,607178,4.64543e+06,12.5543,34.4691,-5.25811,1,0,0,0,268.305,59.7282,0.576673
6.69,4.31862e+06,606938,4.64552e+06,-23.8964,-3.72114,23.7066,0.957273,0.0235636,0.0565276,0.282627,4.31871e+06,607182,4.64543e+06,12.6917,34.4321,-5.46447,1,0,0,0,273.783,60.3764,0.586753
6.79,4.31862e+06,606937,4.64552e+06,-24.4249,-3.79045,23.9674,0.955807,0.0241884,0.0570627,0.287388,4.31871e+06,607185,4.64543e+06,12.8283,34.3942,-5.67112,1,0,0,0,279.315,61.0272,0.596807
6.89,4.31862e+06,606937,4.64552e+06,-24.9517,-3.86002,24.2278,0.954312,0.0247806,0.0575709,0.292166,4.31871e+06,607188,4.64543e+06,12.9643,34.3554,-5.87806,1,0,0,0,284.907,61.6798,0.606897
6.99,4.31861e+06,606936,4.64553e+06,-25.4771,-3.92952,24.4881,0.952798,0.0253883,0.058049,0.29692,4.31871e+06,607192,4.64543e+06,13.0995,34.3157,-6.08528,1,0,0,0,290.564,62.3344,0.616947
7.09,4.31861e+06,606936,4.64553e+06,-26.0024,-3.99843,24.7483,0.951133,0.026003,0.0585229,0.302068,4.31871e+06,607195,4.64543e+06,13.2341,34.275,-6.29276,1,0,0,0,296.289,62.9912,0.627824
7.19,4.31861e+06,606936,4.64553e+06,-26.5251,-4.06803,25.0087,0.94956,0.0266573,0.0590216,0.306826,4.31871e+06,607199,4.64543e+06,13.3679,34.2335,-6.50051,1,0,0,0,302.072,63.6497,0.637935
7.29,4.31861e+06,606935,4.64553e+06,-27.0465,-4.13768,25.2688,0.947965,0.0272942,0.059474,0.311578,4.31871e+06,607202,4.64543e+06,13.501,34.191,-6.7085,1,0,0,0,307.92,64.3096,0.648031
7.39,4.3186e+06,606935,4.64554e+06,-27.5665,-4.20704,25.5284,0.946348,0.0279131,0.0598731,0.316326,4.31872e+06,607206,4.64542e+06,13.6333,34.1476,-6.91673,1,0,0,0,313.832,64.9707,0.658112
7.49,4.3186e+06,606934,4.64554e+06,-28.0854,-4.27656,25.7882,0.944703,0.028565,0.0603007,0.321066,4.31872e+06,607209,4.64542e+06,13.765,34.1033,-7.1252,1,0,0,0,319.809,65.6335,0.668215
7.59,4.3186e+06,606934,4.64554e+06,-28.6029,-4.34607,26.0479,0.943044,0.0292194,0.06073,0.32577,4.31872e+06,607212,4.64542e+06,13.896,34.0582,-7.33389,1,0,0,0,325.847,66.2977,0.678262
7.69,4.31859e+06,606933,4.64554e+06,-29.1192,-4.41593,26.3075,0.941357,0.0298672,0.0611198,0.330484,4.31872e+06,607216,4.64542e+06,14.0262,34.0121,-7.5428,1,0,0,0,331.949,66.9633,0.688335
7.79,4.31859e+06,606933,4.64555e+06,-29.634,-4.48554,26.5667,0.939657,0.0305163,0.0615198,0.335154,4.31872e+06,607219,4.64542e+06,14.1557,33.9651,-7.75191,1,0,0,0,338.117,67.6296,0.698338
7.89,4.31859e+06,606933,4.64555e+06,-30.1477,-4.55513,26.8262,0.937935,0.0311836,0.0618769,0.33982,4.31872e+06,607223,4.64542e+06,14.2845,33.9172,-7.96122,1,0,0,0,344.354,68.2972,0.70834
7.99,4.31859e+06,606932,4.64555e+06,-30.66,-4.625,27.0855,0.936181,0.0318662,0.0622299,0.344495,4.31872e+06,607226,4.64542e+06,14.4126,33.8684,-8.17071,1,0,0,0,350.655,68.9658,0.718384
8.09,4.31858e+06,606932,4.64555e+06,-31.1404,-4.70958,27.3373,0.934706,0.0326708,0.0626952,0.348319,4.31873e+06,607229,4.64542e+06,14.54,33.8187,-8.38039,1,0,0,0,356.999,69.6195,0.726729
8.19,4.31858e+06,606931,4.64556e+06,-31.65,-4.78013,27.5961,0.932912,0.0333467,0.0630019,0.352978,4.31873e+06,607233,4.64542e+06,14.6666,33.7682,-8.59023,1,0,0,0,363.432,70.2898,0.736759
8.29,4.31858e+06,606931,4.64556e+06,-32.1588,-4.85076,27.8543,0.931102,0.0340266,0.0633185,0.357607,4.31873e+06,607236,4.64542e+06,14.7926,33.7167,-8.80023,1,0,0,0,369.932,70.9609,0.746749
8.39,4.31857e+06,606930,4.64556e+06,-32.6668,-4.92148,28.1127,0.929269,0.0347137,0.0636072,0.362228,4.31873e+06,607239,4.64542e+06,14.9178,33.6643,-9.01039,1,0,0,0,376.493,71.633,0.756736
8.49,4.31857e+06,606930,4.64557e+06,-33.1735,-4.99222,28.3712,0.927408,0.0354033,0.0639023,0.366847,4.31873e+06,607243,4.64542e+06,15.0424,33.6111,-9.22068,1,0,0,0,383.129,72.3059,0.766746
8.59,4.31857e+06,606929,4.64557e+06,-33.6788,-5.06302,28.6296,0.925526,0.0360944,0.064146,0.371462,4.31873e+06,607246,4.64541e+06,15.1662,33.557,-9.43111,1,0,0,0,389.83,72.9791,0.776748
8.69,4.31856e+06,606929,4.64557e+06,-34.1829,-5.13377,28.8877,0.923623,0.0367865,0.0644299,0.376053,4.31873e+06,607250,4.64541e+06,15.2893,33.502,-9.64166,1,0,0,0,396.593,73.6528,0.786737
8.79,4.31856e+06,606928,4.64557e+06,-34.6862,-5.20498,29.1458,0.921699,0.0374912,0.0646682,0.380635,4.31874e+06,607253,4.64541e+06,15.4117,33.446,-9.85233,1,0,0,0,403.425,74.3273,0.796716
8.89,4.31856e+06,606928,4.64558e+06,-35.1881,-5.27611,29.4039,0.919742,0.0381964,0.0648826,0.385236,4.31874e+06,607256,4.64541e+06,15.5334,33.3893,-10.0631,1,0,0,0,410.323,75.0022,0.806749
8.99,4.31855e+06,606927,4.64558e+06,-35.6895,-5.34764,29.6617,0.917763,0.0388926,0.0650868,0.389822,4.31874e+06,607260,4.64541e+06,15.6544,33.3316,-10.274,1,0,0,0,417.291,75.6778,0.81677
9.09,4.31855e+06,606927,4.64558e+06,-36.1874,-5.39612,29.9184,0.91457,0.0395759,0.0654192,0.397134,4.31874e+06,607263,4.64541e+06,15.7746,33.2731,-10.4849,1,0,0,0,424.29,76.3399,0.832704
9.19,4.31854e+06,606926,4.64559e+06,-36.6865,-5.46736,30.1762,0.912542,0.0402974,0.0655803,0.401674,4.31874e+06,607266,4.64541e+06,15.8942,33.2136,-10.6959,1,0,0,0,431.386,77.0161,0.842677
9.29,4.31854e+06,606925,4.64559e+06,-37.1848,-5.53828,30.4335,0.910493,0.0410067,0.0657227,0.406203,4.31874e+06,607270,4.64541e+06,16.0131,33.1534,-10.907,1,0,0,0,438.554,77.6923,0.852642
9.39,4.31854e+06,606925,4.64559e+06,-37.6823,-5.60979,30.6907,0.908417,0.0417107,0.0658294,0.410737,4.31875e+06,607273,4.64541e+06,16.1312,33.0922,-11.1181,1,0,0,0,445.789,78.3691,0.862627
9.49,4.31853e+06,606924,4.6456e+06,-38.1785,-5.68093,30.9479,0.906326,0.0424113,0.0659639,0.41524,4.31875e+06,607276,4.64541e+06,16.2487,33.0302,-11.3293,1,0,0,0,453.089,79.0458,0.872581
9.59,4.31853e+06,606924,4.6456e+06,-38.6743,-5.75249,31.205,0.9042,0.0431166,0.0660689,0.41976,4.31875e+06,607279,4.6454e+06,16.3655,32.9673,-11.5406,1,0,0,0,460.453,79.7231,0.882587
9.69,4.31853e+06,606923,4.6456e+06,-39.1692,-5.82487,31.4622,0.902065,0.0438176,0.0661532,0.424244,4.31875e+06,607283,4.6454e+06,16.4815,32.9035,-11.7518,1,0,0,0,467.899,80.4011,0.892534
9.79,4.31852e+06,606923,4.6456e+06,-39.6637,-5.89715,31.7193,0.899909,0.0445016,0.0662448,0.428713,4.31875e+06,607286,4.6454e+06,16.5969,32.8389,-11.9631,1,0,0,0,475.408,81.0795,0.90247
9.89,4.31852e+06,606922,4.64561e+06,-40.1572,-5.96964,31.9763,0.89772,0.0452088,0.0663399,0.43319,4.31875e+06,607289,4.6454e+06,16.7115,32.7734,-12.1744,1,0,0,0,482.986,81.7579,0.912458
9.99,4.31851e+06,606921,4.64561e+06,-40.6498,-6.04251,32.2332,0.895511,0.0458993,0.0663766,0.437662,4.31876e+06,607293,4.6454e+06,16.8255,32.7071,-12.3856,1,0,0,0,490.63,82.4365,0.922438
10.09,4.31853e+06,606948,4.64559e+06,-40.0332,-4.49276,31.214,0.885868,0.045502,0.067113,0.456797,4.31876e+06,607296,4.6454e+06,16.9388,32.6399,-12.5969,1,0,0,0,455.133,80.8952,0.964869
10.19,4.31853e+06,606948,4.64559e+06,-40.5253,-4.56036,31.4706,0.88354,0.0462321,0.0671224,0.46121,4.31876e+06,607299,4.6454e+06,17.0514,32.5718,-12.8081,1,0,0,0,462.633,81.575,0.974858
10.29,4.31853e+06,606947,4.64559e+06,-41.0166,-4.62828,31.7273,0.881186,0.0469899,0.0671092,0.465617,4.31876e+06,607302,4.6454e+06,17.1632,32.5029,-13.0193,1,0,0,0,470.206,82.255,0.984861
10.39,4.31852e+06,606947,4.6456e+06,-41.5075,-4.69606,31.984,0.878817,0.0477153,0.067091,0.470003,4.31876e+06,607306,4.64539e+06,17.2744,32.4331,-13.2305,1,0,0,0,477.849,82.9352,0.994838
10.49,4.31852e+06,606946,4.6456e+06,-41.9973,-4.76473,32.2405,0.876426,0.0484322,0.06705,0.474381,4.31876e+06,607309,4.64539e+06,17.3849,32.3625,-13.4416,1,0,0,0,485.565,83.6154,1.00482
10.59,4.31851e+06,606946,4.6456e+06,-42.4868,-4.83337,32.497,0.87402,0.0491522,0.0670047,0.478731,4.31877e+06,607312,4.64539e+06,17.4948,32.2911,-13.6527,1,0,0,0,493.349,84.2959,1.01476
10.69,4.31851e+06,606945,4.64561e+06,-42.9757,-4.90241,32.7538,0.871586,0.0498903,0.0668897,0.483088,4.31877e+06,607315,4.64539e+06,17.6039,32.2188,-13.8636,1,0,0,0,501.205,84.9768,1.02474
10.79,4.3185e+06,606945,4.64561e+06,-43.4643,-4.97174,33.0102,0.869128,0.0506272,0.0667915,0.487434,4.31877e+06,607319,4.64539e+06,17.7124,32.1457,-14.0745,1,0,0,0,509.132,85.6578,1.03472
10.89,4.3185e+06,606944,4.64561e+06,-43.9522,-5.0414,33.2667,0.86664,0.0513568,0.0667071,0.491781,4.31877e+06,607322,4.64539e+06,17.8201,32.0717,-14.2853,1,0,0,0,517.124,86.3389,1.04474
10.99,4.3185e+06,606944,4.64562e+06,-44.4395,-5.11157,33.5232,0.864155,0.052091,0.0665997,0.496072,4.31877e+06,607325,4.64539e+06,17.9272,31.9969,-14.496,1,0,0,0,525.19,87.02,1.05465
11.09,4.31849e+06,606943,4.64562e+06,-44.925,-5.17352,33.779,0.861231,0.0528562,0.0665065,0.501063,4.31877e+06,607328,4.64538e+06,18.0336,31.9213,-14.7066,1,0,0,0,533.317,87.6964,1.06622
11.19,4.31849e+06,606943,4.64562e+06,-45.411,-5.24398,34.0353,0.858699,0.0536041,0.0663384,0.505334,4.31878e+06,607331,4.64538e+06,18.1394,31.8448,-14.9171,1,0,0,0,541.528,88.3774,1.07614
11.29,4.31848e+06,606942,4.64563e+06,-45.8968,-5.31478,34.2915,0.856139,0.0543496,0.0661662,0.509602,4.31878e+06,607335,4.64538e+06,18.2444,31.7675,-15.1274,1,0,0,0,549.809,89.0585,1.08609
11.39,4.31848e+06,606942,4.64563e+06,-46.382,-5.38649,34.5479,0.853557,0.0550893,0.0659642,0.513862,4.31878e+06,607338,4.64538e+06,18.3488,31.6894,-15.3376,1,0,0,0,558.162,89.74,1.09604
11.49,4.31847e+06,606941,4.64563e+06,-46.8669,-5.45841,34.8041,0.850948,0.0558313,0.065761,0.518118,4.31878e+06,607341,4.64538e+06,18.4525,31.6105,-15.5476,1,0,0,0,566.587,90.4214,1.10602
