t,agl
1.17,1000.0446960447139
1.18,1000.1392401608573
1.19,999.8700473788771
1.2,999.7457813740737
1.21,1000.2305200354378
1.22,999.6836821357521
1.23,999.0665453085508
1.24,999.3448528597156
1.25,1000.8234404115613
1.26,999.8404888498623
1.27,1000.3841623987598
1.28,999.651097052837
1.29,1000.4446269281556
1.3,1000.2011652879473
1.31,1000.9955195862103
1.32,1000.6583009000891
1.33,1000.3678440125046
1.34,999.7056287980854
1.35,999.4121210786838
1.36,999.9298669861693
1.37,1000.0095185903997
1.3800000000000001,999.7955340955095
1.3900000000000001,1000.3525696170085
1.4000000000000001,1000.0387571867282
1.41,999.9987906955398
1.42,1000.7620541101703
1.43,1000.0523244084692
1.44,999.3223715423338
1.45,1000.5119613369435
1.46,1000.1047548156287
1.47,999.8637465551154
1.48,999.5220196129715
1.49,1000.6305998768936
1.5,1000.845144861331
1.51,999.6637991281298
1.52,1000.148792618312
1.53,1000.2195004708437
1.54,999.1282300284706
1.55,999.9781512374459
1.56,999.1293964244016
1.57,999.9908683391868
1.58,1001.1315067157677
1.59,999.2754261157206
1.6,1000.9381272475184
1.61,1000.8881905488124
1.62,999.9972125440765
1.6300000000000001,1000.2575778723053
1.6400000000000001,999.8582931287206
1.6500000000000001,999.7764105422635
1.6600000000000001,1000.1016645817018
1.67,999.6126278577582
1.68,1000.2365533661193
1.69,1000.0207515097491
1.7,999.4663288588998
1.71,1000.3547670937681
1.72,1000.3678527037565
1.73,1000.561503212903
1.74,999.7601521766086
1.75,1000.5144710636374
1.76,1001.0833455088984
1.77,1000.0148403876024
1.78,1000.0593411083609
1.79,1000.3393333106742
1.8,998.9171599309414
1.81,999.3169447150144
1.82,999.7246341210368
1.83,999.8294775922374
1.84,1000.0560949835005
1.85,1000.133630014375
1.86,999.3135005039711
1.87,1000.5761267949404
1.8800000000000001,1000.1665625815533
1.8900000000000001,1000.0299042822791
1.9000000000000001,1000.2452725001367
1.9100000000000001,999.6923326383479
1.92,999.8807391866562
1.93,999.4586567016614
1.94,998.8979939514189
1.95,999.8818081535816
1.96,1000.8623043667112
1.97,999.7156611078635
1.98,999.2216561815776
1.99,1000.2823633458612
2.0,999.7606460636963
2.0100000000000002,1000.2186859922698
2.02,1000.33040939713
2.0300000000000002,999.7467326169175
2.04,1000.207394567078
2.05,999.98227272319
2.06,999.016065542557
2.07,999.7377090092813
2.08,999.5851222797065
2.09,999.2459223956904
2.1,999.5763523353493
2.11,1000.335603262449
2.12,1000.0070116683561
2.13,999.0721300973593
2.14,999.444553243924
2.15,1000.0075901998574
2.16,999.9985148560002
2.17,999.8397836322813
2.18,1000.3766929539344
2.19,1000.1845003209984
2.2,999.7143150441563
2.21,999.6623524935936
2.22,999.8992252060439
2.23,998.9582483992757
2.24,1000.1460560516184
2.25,999.371760711989
2.2600000000000002,1000.6047642733603
2.27,999.1440122699581
2.2800000000000002,1000.1848017686402
2.29,999.0043863907138
2.3000000000000003,999.6771809148445
2.31,1000.1977588243628
2.32,1000.4586882620526
2.33,1000.4335059851487
2.34,1000.3436414227167
2.35,1000.3991155989555
2.36,1000.4413785368877
2.37,999.7169900178617
2.38,999.8058646086699
2.39,1000.3348063163232
2.4,1000.543533531865
2.41,999.9154364013258
2.42,999.7215654317513
2.43,999.7048238730058
2.44,999.5735950904476
2.45,1000.2220931458942
2.46,1000.5537684318598
2.47,1000.2296028765478
2.48,999.9779918119631
2.49,1000.9459891618534
2.5,999.9906527671717
2.5100000000000002,1000.6847147475121
2.52,999.4509423411511
2.5300000000000002,1000.1043593361575
2.54,999.5053459420377
2.5500000000000003,999.5363796682221
2.56,999.5929971296821
2.57,1000.0305359378469
2.58,999.7679614015289
2.59,998.964525921643
2.6,999.7819980013498
2.61,999.6870395817131
2.62,999.1255015946997
2.63,1000.2263562798208
2.64,1000.3325809748861
2.65,1000.308351097426
2.66,1000.8516071692554
2.67,999.4389740598974
2.68,999.4512914066493
2.69,999.982793232607
2.7,999.940469013295
2.71,1000.0667893184651
2.72,1000.4179793750423
2.73,999.8720840694934
2.74,1000.5164271009464
2.75,999.6143406613116
2.7600000000000002,999.7465060829792
2.77,999.444451027251
2.7800000000000002,998.2942590742522
2.79,999.1249245518786
2.8000000000000003,1000.4474696712109
2.81,1000.5512741111945
2.82,999.3604454487967
2.83,1000.4657249743184
2.84,998.7857923556072
2.85,999.4842542160428
2.86,999.7662095468122
2.87,1000.5268610819751
2.88,1000.9032131410972
2.89,999.7684366075366
2.9,999.965785627928
2.91,1000.5203556320623
2.92,1001.1239051853574
2.93,1000.5939715647833
2.94,999.394925727919
2.95,1000.4379474132032
2.96,999.6769861224915
2.97,1000.7004899515331
2.98,1000.3164947131002
2.99,999.4885790858691
3.0,1000.5525776371708
3.0100000000000002,1000.2644778366194
3.02,1000.1992094795354
3.0300000000000002,1000.0149926900434
3.04,999.7381698902436
3.0500000000000003,1000.3086457892643
3.06,1001.1007913384492
3.0700000000000003,1000.9541039340623
3.08,999.907803973531
3.09,998.9480460008847
3.1,999.7262067721376
3.11,1000.0730411775465
3.12,1000.1426154639751
3.13,1000.449226354577
3.14,1000.3630770868247
3.15,1000.3704653538097
3.16,999.6832850514558
3.17,999.7384833945897
3.18,999.4592702638025
3.19,1000.129973622563
3.2,1000.432585304546
3.21,1000.5345141651104
3.22,998.7458666264547
3.23,1000.2352539435941
3.24,999.478980091125
3.25,1000.2951025870482
3.2600000000000002,999.4756665220422
3.27,1000.3672569683538
3.2800000000000002,999.6762945345511
3.29,999.6868958973736
3.3000000000000003,1000.4017569922975
3.31,999.724198567718
3.3200000000000003,1000.4793991986359
3.33,1000.3709604573315
3.34,999.9443644667844
3.35,999.7732497441468
3.36,1000.6381127539751
3.37,1000.4149917388902
3.38,1000.8212444145656
3.39,999.1286127498561
3.4,999.8554530340776
3.41,999.7723189138933
3.42,1000.2560910492754
3.43,999.5254571792746
3.44,999.5959289293423
3.45,1000.0204853392963
3.46,999.0621684958738
3.47,998.9941976835471
3.48,999.9424201229342
3.49,1001.3270579269939
3.5,1000.0567619130056
3.5100000000000002,999.8117315089409
3.52,1000.215693158487
3.5300000000000002,1000.28918844416
3.54,999.9359001913396
3.5500000000000003,999.6619167223449
3.56,999.2158019584409
3.5700000000000003,1000.4503028088492
3.58,999.7646457002236
3.59,1000.2371169719875
3.6,1000.5283246169827
3.61,999.8465523292249
3.62,999.2672905154734
3.63,999.8867565636772
3.64,999.9222472241187
3.65,1000.2475571586116
3.66,999.7140466338941
3.67,999.6885246553571
3.68,999.807222503764
3.69,1000.1859499904839
3.7,1000.4499797530134
3.71,1001.1666665927376
3.72,1000.9644501071637
3.73,999.9331876755741
3.74,999.6405904911327
3.75,999.6882832433793
3.7600000000000002,999.3436769909321
3.77,1000.0621438179265
3.7800000000000002,999.5047984723647
3.79,999.4465270589891
3.8000000000000003,999.4795058637457
3.81,1000.4442311390694
3.8200000000000003,999.9587102118611
3.83,999.3186413553882
3.84,1000.4405919855118
3.85,1000.5956085017795
3.86,999.7701267732507
3.87,999.6082230785487
3.88,999.5638214710731
3.89,1000.1326238963699
3.9,1000.4557821099639
3.91,1000.0842729540899
3.92,999.3271633372356
3.93,1000.532082150246
3.94,999.9728485710364
3.95,999.8995128362927
3.96,1000.2155132543278
3.97,1000.521700540244
3.98,999.4306761607859
3.99,999.3292261639114
4.0,999.976023066469
4.01,999.9819162282197
4.0200000000000005,1000.4511670960325
4.03,1000.6339229761256
4.04,999.7484815359826
4.05,1000.164168770926
4.0600000000000005,1000.2297172950738
4.07,1000.2783973372544
4.08,999.1894111642603
4.09,1000.2608444684823
4.1,999.5842779029698
4.11,1000.2859593639088
4.12,999.4216293247613
4.13,1000.0292977506914
4.14,999.8451814854802
4.15,1001.0648277072218
4.16,999.5515701704242
4.17,999.514007489248
4.18,1000.7319924208401
4.19,1000.4237245561587
4.2,1000.1187678531679
4.21,999.7401256408215
4.22,999.4036127028457
4.23,999.7630193690111
4.24,999.710191203605
4.25,999.6273374092415
4.26,999.7216088759219
4.2700000000000005,999.698314228379
4.28,1000.4601689674456
4.29,999.2820217473078
4.3,1000.1755639273844
4.3100000000000005,1000.1132265334767
4.32,999.9464049562835
4.33,1000.3130191665176
4.34,1000.1942017666724
4.3500000000000005,1000.0301046840427
4.36,1000.5314872543238
4.37,998.7519376708012
4.38,1001.0755363312169
4.39,1000.5669126277418
4.4,1000.8434721414791
4.41,999.5444580066315
4.42,1000.0191480482109
4.43,1000.1400400060489
4.44,999.7993193391083
4.45,1000.0752789189298
4.46,1000.1173512354202
4.47,999.3866069406591
4.48,1000.3575833565279
4.49,1000.316337038156
4.5,999.6486354045275
4.51,999.3379052399024
4.5200000000000005,1000.0521590208347
4.53,999.5778648828151
4.54,1000.1344286966038
4.55,999.6033102413736
4.5600000000000005,1000.7487789652099
4.57,999.6562723153961
4.58,999.5530495851123
4.59,1000.011990599881
4.6000000000000005,999.2006847804539
4.61,999.5670911538118
4.62,999.1719492379798
4.63,1000.1061370944666
4.64,1000.4638400452352
4.65,999.7851575533746
4.66,1000.6271624948276
4.67,999.5749002911206
4.68,999.7668057721781
4.69,1000.4474206352575
4.7,1000.3580518228978
4.71,1000.2281826135694
4.72,1000.554972270285
4.73,999.9742671163123
4.74,1000.1514827191013
4.75,999.659414036717
4.76,1000.9630197736873
4.7700000000000005,999.7749440743596
4.78,999.893513049987
4.79,1000.10479757002
4.8,1000.3335785446106
4.8100000000000005,1000.3284384837553
4.82,998.6454173353136
4.83,1000.8835098379482
4.84,1000.8049184500743
4.8500000000000005,1000.6261890277952
4.86,1000.0732664990338
4.87,1000.6238496409562
4.88,1000.1310366272354
4.89,1000.1248003999305
4.9,1000.3490918248089
4.91,1000.2717088277016
4.92,1000.5120063373649
4.93,998.9241408641859
4.94,999.9556192077027
4.95,999.3895318127671
4.96,1000.465475212767
4.97,999.5438757371069
4.98,999.8585317119304
4.99,1000.4681282930505
5.0,1000.6541469406703
5.01,1000.4414508101049
5.0200000000000005,1000.3765162409749
5.03,999.4063580351955
5.04,999.4914317077516
5.05,999.329804643736
5.0600000000000005,999.4720036422356
5.07,1000.0790936224937
5.08,1000.5027643623948
5.09,1000.5009700692194
5.1000000000000005,999.0742216377677
5.11,999.9818293612685
5.12,999.8629884839742
5.13,998.8413804688971
5.14,1000.4149383459488
5.15,1000.4009945807385
5.16,999.696154311309
5.17,999.8452363604226
5.18,1000.0727456839104
5.19,1000.2068958916244
5.2,999.6756476566961
5.21,999.5704713127424
5.22,999.4570686647845
5.23,1000.7444628656212
5.24,1000.6097852606545
5.25,999.4538059867436
5.26,999.5521005071971
5.2700000000000005,999.4696985340231
5.28,999.2575010364721
5.29,1000.9755273268207
5.3,999.6328260850335
5.3100000000000005,1000.3797795023015
5.32,999.8306956592718
5.33,999.8902447316918
5.34,999.8555244674516
5.3500000000000005,1000.183749131443
5.36,999.907575757028
5.37,1000.3727087932361
5.38,1000.5777436659848
5.39,999.6898377175245
5.4,1000.1020996849219
5.41,999.1831711648276
5.42,999.7389700854499
5.43,1000.0091166870537
5.44,999.900489733758
5.45,999.9455581636034
5.46,1000.2583170561225
5.47,1000.3626892363991
5.48,998.9370104004909
5.49,1000.0914977485988
5.5,999.8426069365418
5.51,999.7591114100665
5.5200000000000005,1000.697980689687
5.53,999.1216225094026
5.54,999.9734109201476
5.55,1000.7195045426462
5.5600000000000005,1000.0359906630591
5.57,999.5250586904001
5.58,999.8918079033547
5.59,1000.8855611837893
5.6000000000000005,1000.5859646710098
5.61,999.7409939396341
5.62,1000.7674396584907
5.63,1000.318627533715
5.64,998.7288336429087
5.65,999.9469250852611
5.66,1000.9126009977365
5.67,999.9216463632728
5.68,1000.7603249832962
5.69,999.2827500388462
5.7,999.345558026157
5.71,1000.5662854928787
5.72,1000.4260546301683
5.73,999.9869396240097
5.74,1000.434433861228
5.75,999.7036693094528
5.76,999.4368292533695
5.7700000000000005,1000.1933463112123
5.78,999.8565433672635
5.79,1000.2083419136735
5.8,1000.1032145329251
5.8100000000000005,999.8324248766538
5.82,1000.9421082603724
5.83,999.4811481359277
5.84,1000.0765250253836
5.8500000000000005,999.953380597031
5.86,1000.1536724219894
5.87,1000.0233284034202
5.88,1000.5398620194651
5.89,1000.1563286418834
5.9,999.6746678522115
5.91,999.486593440812
5.92,999.6153074923243
5.93,999.5933682933962
5.94,1000.3392998351385
5.95,999.9587045836957
5.96,1000.1977408027684
5.97,999.3111980060366
5.98,999.8420538030474
5.99,1000.2415686630815
6.0,1000.5200010776855
6.01,999.2573272500758
6.0200000000000005,1000.783965545622
6.03,1000.7204920017302
6.04,1000.5088630822428
6.05,1000.632709760833
6.0600000000000005,999.8108399671947
6.07,999.6011756157358
6.08,1000.0424550419581
6.09,1000.1505267268632
6.1000000000000005,999.687406392243
6.11,1000.2946341267602
6.12,1000.7047787515818
6.13,1000.4476997005376
6.140000000000001,1000.02361352235
6.15,998.7797803024358
6.16,999.2320364023055
6.17,999.9529897941154
6.18,1000.3210510706218
6.19,999.2889415119793
6.2,1000.0479455488498
6.21,1000.3556787747546
6.22,999.9675627885309
6.23,999.6893946604847
6.24,999.2587125001631
6.25,1000.3862739233356
6.26,999.6727744730612
6.2700000000000005,1000.8231565792528
6.28,1000.0885316205071
6.29,1000.1846238201174
6.3,1000.4163273873615
6.3100000000000005,999.8177964826701
6.32,1000.2349495502656
6.33,999.677220110429
6.34,999.5996985455034
6.3500000000000005,999.544281366918
6.36,999.7553921329261
6.37,1001.0292412325979
6.38,999.548118901215
6.390000000000001,1000.3068913456287
6.4,999.8865083925214
6.41,999.4319920152842
6.42,1000.3957192086905
6.43,999.7482822673057
6.44,999.7768529382301
6.45,1000.5415288725887
6.46,999.8689426096419
6.47,1000.1119467596169
6.48,999.9861139058975
6.49,999.9530300498935
6.5,999.3401789515407
6.51,1000.4289680720984
6.5200000000000005,1000.1109937315917
6.53,1000.4068925384995
6.54,1000.0576621198861
6.55,1000.5280668314989
6.5600000000000005,1000.0758071867303
6.57,1000.6861027759746
6.58,999.5472338149202
6.59,999.6047022422375
6.6000000000000005,1000.8935423813175
6.61,1000.4135263738743
6.62,1000.9327879973592
6.63,1000.3064629932812
6.640000000000001,999.8609641436179
6.65,1000.9336559768551
6.66,999.0907450932464
6.67,1000.3999437863608
6.68,998.7300497694789
6.69,1000.7531222201616
6.7,999.4861789133887
6.71,999.8469014138484
6.72,999.516502158335
6.73,1000.2960761467702
6.74,999.9076076228694
6.75,1000.6910561389637
6.76,999.6704880977825
6.7700000000000005,999.4095873528107
6.78,999.764576576497
6.79,1000.8189638373871
6.8,1000.5215146677119
6.8100000000000005,1000.578364552413
6.82,999.7244500609168
6.83,999.3401497478948
6.84,1000.7107987065758
6.8500000000000005,999.3112335458085
6.86,1000.0030476402111
6.87,999.6674285855912
6.88,1000.0376991937203
6.890000000000001,999.1453961714237
6.9,1000.4253486752573
6.91,1000.6852521818341
6.92,1000.5223548708935
6.93,999.4436255570481
6.94,1000.2171241604327
6.95,999.9143555558642
6.96,999.999672047384
6.97,1000.8296864844181
6.98,999.7824178561593
6.99,1000.3396604889192
7.0,999.1274625051575
7.01,1000.0359830389418
7.0200000000000005,1000.4654744035408
7.03,999.9248857432111
7.04,1000.3074052355178
7.05,999.5947162816834
7.0600000000000005,999.7668832559717
7.07,999.9326644696011
7.08,999.7287556085523
7.09,1000.4491917865261
7.1000000000000005,1000.5465659266109
7.11,1000.3238339065833
7.12,998.7342070376149
7.13,999.8409539934944
7.140000000000001,1000.4210489705157
7.15,999.9182050096217
7.16,999.8886558334682
7.17,1000.4675928238548
7.18,1000.4932579309551
7.19,1000.299264458171
7.2,999.255784117405
7.21,999.440510224326
7.22,1000.1966398403391
7.23,998.9598960877
7.24,1000.8198951249999
7.25,1000.0680707568499
7.26,999.6479733000366
7.2700000000000005,999.7342253386256
7.28,1000.6035133937359
7.29,999.3701788590563
7.3,999.038502119084
7.3100000000000005,999.5033736404638
7.32,1000.1476746564455
7.33,1000.8010171067795
7.34,1000.6086285191597
7.3500000000000005,999.7818105292504
7.36,1000.1415504911653
7.37,1000.1739785529438
7.38,1000.1108165601595
7.390000000000001,999.0153129876079
7.4,999.8431050122539
7.41,1000.3950845227046
7.42,1000.9328432922017
7.43,1000.1988639869605
7.44,1000.5464554587184
7.45,1000.4414023619264
7.46,999.8100389510895
7.47,999.3321951979906
7.48,1000.5658415537437
7.49,1000.9262262297569
7.5,999.7888637259284
7.51,1000.5957775529305
7.5200000000000005,1000.0752000206982
7.53,999.3101025197445
7.54,1000.0234234749826
7.55,999.7158348931607
7.5600000000000005,1000.2213951511925
7.57,1000.199692601291
7.58,999.6774728622238
7.59,999.3459944616893
7.6000000000000005,999.7709350104948
7.61,1000.7748946098577
7.62,999.4130961224986
7.63,1000.3623064432317
7.640000000000001,1000.299266323447
7.65,999.7241356179934
7.66,999.5785066929311
7.67,1000.296972178463
7.68,999.9859943698214
7.69,999.7483021628389
7.7,1000.2358100270018
7.71,1000.8130110801217
7.72,1000.6198310607658
7.73,1000.0642510109817
7.74,998.3098783064557
7.75,999.8805995569702
7.76,999.4981390470302
7.7700000000000005,999.8982453255223
7.78,999.825381629944
7.79,999.8420856075112
7.8,1000.5382222142098
7.8100000000000005,999.8861387294312
7.82,999.8643860711044
7.83,1000.238297002463
7.84,999.471246797666
7.8500000000000005,999.8311310514962
7.86,999.3148716488049
7.87,1000.3113446140038
7.88,1000.1157681229714
7.890000000000001,1001.0343336036824
7.9,999.1831614013064
7.91,1000.4850459669792
7.92,999.1232799261019
7.930000000000001,999.5020951914927
7.94,998.9271517907222
7.95,1000.0345146213702
7.96,1000.1363411994654
7.97,999.83890143515
7.98,998.907491621577
7.99,999.7337377567783
8.0,1000.0646043955743
8.01,999.5427003903342
8.02,999.9858837994693
8.03,1000.540358455075
8.040000000000001,999.7130627645615
8.05,999.4564479851919
8.06,999.9595566247926
8.07,1000.9077780288039
8.08,1000.2525406618452
8.09,999.2453188491614
8.1,1000.6779631360514
8.11,999.7929360186904
8.120000000000001,999.8831258999544
8.13,999.3555654636555
8.14,1000.0741649547763
8.15,999.0229242614295
8.16,999.4367090580743
8.17,1000.3039736085877
8.18,1000.0633417798701
8.19,999.6231094762235
8.2,999.9029915819415
8.21,1000.3486061287678
8.22,1000.1914504824647
8.23,1000.3310650913626
8.24,999.405986212341
8.25,999.6462061691786
8.26,1000.9676940476734
8.27,999.8016638342742
8.28,999.7702032992114
8.290000000000001,1000.061367807346
8.3,1000.1102729300067
8.31,999.5012706933849
8.32,998.7553806821999
8.33,999.8391712373923
8.34,999.99035166721
8.35,999.115383566407
8.36,1000.1333350257962
8.370000000000001,1000.1677662971645
8.38,1000.4863354874182
8.39,999.4511154189173
8.4,1000.1836879878201
8.41,1000.2758373881875
8.42,1000.738873625257
8.43,1000.4259118630126
8.44,1000.5280913148991
8.45,1000.0761689272405
8.46,999.774095284304
8.47,1000.6348787244863
8.48,999.3653915502782
8.49,1000.762777421018
8.5,1000.3958646459077
8.51,999.8318605665316
8.52,999.2053277053398
8.53,999.9648277629667
8.540000000000001,999.6824600675191
8.55,999.2087179484215
8.56,999.7142335820215
8.57,1000.451525854459
8.58,999.995033963825
8.59,999.8793312286734
8.6,999.2158739158385
8.61,999.9087797209639
8.620000000000001,1000.7868473409923
8.63,1000.0188328823946
8.64,999.8192403167596
8.65,1000.3738732808868
8.66,1000.6327097749231
8.67,1000.6902325584963
8.68,1000.1721920230601
8.69,999.1790010257106
8.700000000000001,1000.4960153798556
8.71,999.8037636992483
8.72,999.736749851061
8.73,999.5130012186222
8.74,1000.2711716620869
8.75,1000.4785156013529
8.76,999.666134022282
8.77,1000.3214071859923
8.78,1000.5496366841795
8.790000000000001,1000.1830219502677
8.8,1000.0002774275143
8.81,999.9238106370102
8.82,999.6718932397982
8.83,1000.3805691753914
8.84,1000.5697349501513
8.85,1000.0657907836688
8.86,999.7776049321354
8.870000000000001,1000.2458919525257
8.88,999.5484544791412
8.89,1000.6287352071859
8.9,1000.5706838565832
8.91,1000.2484812102672
8.92,999.785901000262
8.93,999.9042199807872
8.94,999.1299245753775
8.950000000000001,999.6169812097941
8.96,1000.3674205784746
8.97,999.6134024501661
8.98,1001.1935202475032
8.99,999.7517754849652
9.0,999.5361478806251
9.01,1000.168553792111
9.02,1000.1909616589982
9.03,1000.682619539329
9.040000000000001,999.8718748967649
9.05,999.5557838724504
9.06,999.7084461744203
9.07,1000.6016416321877
9.08,1000.8205306237367
9.09,999.7018084981542
9.1,999.925045745158
9.11,1000.6914921282929
9.120000000000001,1000.3676786707896
9.13,999.7057441877148
9.14,999.4065152087352
9.15,999.6616994669826
9.16,1000.4115309969659
9.17,999.2403148895046
9.18,1000.0881583307558
9.19,999.8036652376923
9.200000000000001,999.6205046066316
9.21,999.7430706589935
9.22,1000.4240509685579
9.23,1000.2527868937104
9.24,1000.5040113450148
9.25,999.579770570093
9.26,999.1471840391309
9.27,1000.0783856782854
9.28,999.9797585653779
9.290000000000001,999.7412433728261
9.3,998.9964367371546
9.31,1000.4171427097289
9.32,998.5108147536148
9.33,1000.3419314876135
9.34,1000.3191663325608
9.35,1000.2879327097352
9.36,999.9529327880035
9.370000000000001,998.8486801641144
9.38,999.1828059569198
9.39,999.567877134509
9.4,1000.909817746166
9.41,1000.4630473979473
9.42,999.8943996563811
9.43,999.6784919153713
9.44,1000.05147328735
9.450000000000001,1000.4084511786402
9.46,1000.1354929077495
9.47,999.2897475441767
9.48,1000.7027761306599
9.49,1000.2258643179041
9.5,999.7322142118046
9.51,1000.1616504294716
9.52,1000.5923939569794
9.53,1000.17802167464
9.540000000000001,1000.2059884449437
9.55,1000.7520538011881
9.56,999.6736565022472
9.57,999.5073139193214
9.58,999.7652429282767
9.59,1000.4212453220097
9.6,1000.4790561437055
9.61,1000.0807471649821
9.620000000000001,999.5764710021899
9.63,1000.8900737449126
9.64,999.419348410355
9.65,999.770958871284
9.66,999.6478612102029
9.67,1000.5306050468472
9.68,999.9114419533423
9.69,1000.8226383501976
9.700000000000001,1000.4003797165827
9.71,999.5345734215254
9.72,999.8415877798972
9.73,999.7330495466969
9.74,1000.6919517051575
9.75,1000.4230609404245
9.76,999.2069091130304
9.77,1000.2625373446886
9.78,999.9685954930463
9.790000000000001,999.3623464495043
9.8,999.5865852323757
9.81,999.8919976751787
9.82,998.8933137207815
9.83,1000.1106650469164
9.84,1000.0424793943957
9.85,999.8729062278587
9.86,1000.0180455063376
9.870000000000001,999.8870355740505
9.88,999.4380184108982
9.89,999.6797175067685
9.9,999.611485461704
9.91,1000.3149046284877
9.92,999.4672553836949
9.93,999.7237038538751
9.94,1000.0132834097332
9.950000000000001,999.2379395683755
9.96,999.7721359712522
9.97,1000.0114654981738
9.98,1000.0771800577909
9.99,1000.1689820838724
10.0,999.6133771532617
10.01,999.4475493199416
10.02,999.7603259457115
10.03,1000.0914176939555
10.040000000000001,999.849129191754
10.05,999.4360049022492
10.06,1001.101833169309
10.07,999.5992739453826
10.08,999.331369482407
10.09,999.647601645874
10.1,1000.4316596952575
10.11,1000.2847408750836
10.120000000000001,1000.892104045564
10.13,999.4941746189111
10.14,999.8488089342359
10.15,1000.5065085788883
10.16,999.475278236201
10.17,1000.5797422354949
10.18,1000.0173390563596
10.19,999.6007206458974
10.200000000000001,999.1419961895867
10.21,1000.2611458533603
10.22,1000.7381655046108
10.23,1000.1700208297739
10.24,1000.1982897524708
10.25,1000.1318049040984
10.26,1000.4611570791607
10.27,1000.6132574438817
10.28,998.5577526392972
10.290000000000001,999.8400384254467
10.3,999.6908166133284
10.31,1000.0943635910548
10.32,999.8017865104534
10.33,1000.2226148485815
10.34,1000.1669551650392
10.35,999.0419669417927
10.36,998.9117146112497
10.370000000000001,1000.3781552097167
10.38,999.5844585945215
10.39,1000.8593436395951
10.4,1000.4261838097309
10.41,999.1061880788301
10.42,999.6013225948507
10.43,1000.1198407505436
10.44,999.7768764209612
10.450000000000001,999.9133878834958
10.46,999.4459973925004
10.47,1000.1727366647315
10.48,1000.0098033709476
10.49,1000.3778359284473
10.5,999.975847084462
10.51,999.6856292914166
10.52,1000.0685155179601
10.53,1000.181446923569
10.540000000000001,1000.0009685983204
10.55,1000.6140872717823
10.56,999.4571359728349
10.57,1000.4543020921035
10.58,999.3902946772513
10.59,1000.3264864922244
10.6,998.9725024624453
10.61,999.8504754010756
10.620000000000001,1000.4768682999982
10.63,999.7927477833441
10.64,999.9479607622544
10.65,1000.1316303283045
10.66,998.8313328340311
10.67,1000.1410091279104
10.68,999.5145845436145
10.69,1000.4612769659885
10.700000000000001,999.9378302672577
10.71,1000.1216356304188
10.72,999.3892677164216
10.73,1000.3813273320076
10.74,999.9651767548011
10.75,999.2239921253384
10.76,999.7210657687513
10.77,1000.3102417124074
