time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,q_w,q_x,q_y,q_z,true_pos_x,true_pos_y,true_pos_z,pos_error,vel_error
0,4.31866e+06,606948,4.64542e+06,9.93382,-0.00639379,0.0256297,1,6.90393e-07,0.000106511,0.00049363,4.31866e+06,606947,4.64542e+06,0.230886,36.4779
0.1,4.31866e+06,606948,4.64542e+06,9.27333,-0.0695682,0.29191,0.999984,-0.000405411,0.000945762,0.00549309,4.31866e+06,606951,4.64542e+06,3.59766,36.3036
0.2,4.31866e+06,606948,4.64542e+06,8.62252,-0.131685,0.566434,0.999943,-0.000388567,0.00193312,0.0105018,4.31866e+06,606954,4.64542e+06,7.2339,36.1518
0.3,4.31866e+06,606947,4.64542e+06,7.8664,-0.208971,0.725184,0.999875,-0.000364233,0.00291852,0.0155326,4.31866e+06,606958,4.64542e+06,10.8562,36.0417
0.4,4.31866e+06,606947,4.64542e+06,7.34027,-0.254358,1.12989,0.999783,-0.000341581,0.00391984,0.0204809,4.31866e+06,606961,4.64542e+06,14.4655,35.9171
0.5,4.31866e+06,606947,4.64542e+06,7.08179,-0.261807,1.81995,0.999667,-0.000305481,0.00489573,0.0253317,4.31866e+06,606965,4.64542e+06,17.9844,35.7694
0.6,4.31866e+06,606947,4.64542e+06,6.50947,-0.313823,2.16992,0.999524,-0.000265682,0.00590471,0.0302914,4.31866e+06,606968,4.64543e+06,21.5358,35.6965
0.7,4.31866e+06,606947,4.64542e+06,6.06775,-0.347761,2.65811,0.999357,-0.000207862,0.00688326,0.0351854,4.31866e+06,606972,4.64543e+06,25.067,35.6246
0.8,4.31866e+06,606947,4.64542e+06,5.48811,-0.401415,2.99565,0.999163,-0.000158011,0.00790196,0.0401387,4.31866e+06,606975,4.64543e+06,28.5808,35.5983
0.9,4.31866e+06,606947,4.64542e+06,5.095,-0.428982,3.53183,0.998951,-5.9613e-05,0.00888389,0.0449219,4.31866e+06,606979,4.64543e+06,32.1202,35.563
1,4.31866e+06,606947,4.64542e+06,4.47284,-0.488653,3.82009,0.998705,9.92565e-07,0.00986141,0.049907,4.31866e+06,606982,4.64543e+06,35.6975,35.5884
1.1,4.31866e+06,606947,4.64542e+06,4.00758,-0.51617,4.26046,0.998343,-0.000490929,0.0115112,0.0563725,4.31866e+06,606986,4.64543e+06,39.2577,35.5995
1.2,4.31866e+06,606947,4.64543e+06,3.56492,-0.550277,4.736,0.998053,-0.000403778,0.0124849,0.0611003,4.31866e+06,606989,4.64543e+06,42.8034,35.6377
1.3,4.31867e+06,606947,4.64543e+06,3.37688,-0.548858,5.48336,0.997769,-0.000317642,0.0134599,0.0653927,4.31866e+06,606993,4.64543e+06,46.3017,35.6571
1.4,4.31867e+06,606947,4.64543e+06,3.06075,-0.565426,6.09069,0.997457,-0.000206012,0.0144262,0.0697917,4.31866e+06,606996,4.64543e+06,49.6039,35.7208
1.5,4.31867e+06,606947,4.64543e+06,2.75342,-0.58113,6.70569,0.997132,-9.64287e-05,0.0153822,0.0740978,4.31866e+06,607000,4.64543e+06,53.0941,35.8067
1.6,4.31867e+06,606947,4.64543e+06,2.36967,-0.607842,7.23651,0.996782,3.77714e-05,0.0163539,0.0784688,4.31866e+06,607003,4.64543e+06,56.5921,35.925
1.7,4.31867e+06,606947,4.64543e+06,1.90612,-0.645866,7.67944,0.996402,0.00015807,0.0173582,0.0829519,4.31866e+06,607007,4.64543e+06,60.1,36.0744
1.8,4.31867e+06,606947,4.64543e+06,1.57311,-0.666091,8.25989,0.996044,0.000328548,0.0183616,0.0869425,4.31866e+06,607011,4.64543e+06,63.9803,36.2288
1.9,4.31867e+06,606947,4.64543e+06,1.20999,-0.690719,8.80582,0.99567,0.000465968,0.0193589,0.0909194,4.31866e+06,607014,4.64543e+06,67.4605,36.4078
2,4.31867e+06,606947,4.64543e+06,0.792539,-0.723529,9.29086,0.995271,0.000611343,0.0203177,0.0949858,4.31866e+06,607018,4.64543e+06,71.0152,36.613
2.1,4.31867e+06,606947,4.64543e+06,0.293615,-0.792337,9.68425,0.994119,0.00139817,0.0215021,0.106132,4.31866e+06,607021,4.64543e+06,74.6059,36.8693
2.2,4.31867e+06,606946,4.64543e+06,-0.269782,-0.846296,10.0092,0.99359,0.0015562,0.0225088,0.110767,4.31866e+06,607025,4.64543e+06,78.205,37.1279
2.3,4.31867e+06,606947,4.64544e+06,-0.792348,-0.894916,10.3754,0.993075,0.00172737,0.0234656,0.115098,4.31867e+06,607028,4.64543e+06,81.3759,37.4005
2.4,4.31867e+06,606947,4.64544e+06,-1.3311,-0.94552,10.7219,0.992534,0.00190184,0.0244454,0.119477,4.31867e+06,607032,4.64543e+06,84.9706,37.6921
2.5,4.31867e+06,606947,4.64544e+06,-1.86535,-0.99648,11.0709,0.991984,0.00207797,0.0254088,0.123762,4.31867e+06,607035,4.64543e+06,88.5831,38.0012
2.6,4.31867e+06,606946,4.64544e+06,-2.44349,-1.05331,11.3712,0.991371,0.00225228,0.0263553,0.128391,4.31867e+06,607039,4.64543e+06,92.8025,38.3319
2.7,4.31867e+06,606946,4.64544e+06,-2.93418,-1.09942,11.7616,0.990872,0.00242424,0.0272908,0.131992,4.31867e+06,607042,4.64543e+06,96.5255,38.6691
2.8,4.31867e+06,606946,4.64544e+06,-3.438,-1.14767,12.1351,0.990355,0.00263208,0.0282188,0.135625,4.31867e+06,607046,4.64544e+06,100.313,39.0232
2.9,4.31867e+06,606945,4.64544e+06,-4.04092,-1.20788,12.4032,0.989643,0.0028246,0.0291542,0.140533,4.31867e+06,607049,4.64544e+06,104.126,39.4037
3,4.31867e+06,606945,4.64544e+06,-4.52329,-1.2549,12.7945,0.98918,0.00305513,0.0300965,0.143554,4.31867e+06,607053,4.64544e+06,107.968,39.7856
3.1,4.31867e+06,606946,4.64545e+06,-5.14354,-1.30685,13.0473,0.988668,0.00306428,0.0308593,0.146879,4.31867e+06,607056,4.64544e+06,110.718,40.1895
3.2,4.31867e+06,606946,4.64545e+06,-5.63265,-1.3558,13.4267,0.988224,0.00334514,0.0317897,0.149637,4.31867e+06,607060,4.64544e+06,114.5,40.6002
3.3,4.31867e+06,606946,4.64545e+06,-6.09984,-1.404,13.8248,0.987874,0.00364803,0.032724,0.151727,4.31867e+06,607063,4.64544e+06,118.312,41.0218
3.4,4.31866e+06,606944,4.64545e+06,-6.59138,-1.45582,14.195,0.987465,0.00395202,0.0336479,0.154161,4.31867e+06,607067,4.64544e+06,123.715,41.459
3.5,4.31866e+06,606944,4.64545e+06,-7.09918,-1.50971,14.5459,0.987013,0.00427875,0.0345708,0.156815,4.31867e+06,607070,4.64544e+06,127.708,41.9099
3.6,4.31866e+06,606944,4.64545e+06,-7.64426,-1.56717,14.857,0.986407,0.00457939,0.0354753,0.16038,4.31867e+06,607074,4.64544e+06,131.789,42.3764
3.7,4.31866e+06,606943,4.64545e+06,-8.17398,-1.62422,15.1796,0.985875,0.00486273,0.0363739,0.163411,4.31868e+06,607077,4.64544e+06,135.925,42.8521
3.8,4.31866e+06,606943,4.64546e+06,-8.65092,-1.68047,15.5494,0.985643,0.00525701,0.0372508,0.164599,4.31868e+06,607081,4.64544e+06,140.123,43.3338
3.9,4.31866e+06,606945,4.64546e+06,-9.18179,-1.73923,15.8634,0.985102,0.00559934,0.0381813,0.167588,4.31868e+06,607084,4.64544e+06,141.911,43.8298
4,4.31866e+06,606945,4.64546e+06,-9.65809,-1.79909,16.2259,0.98495,0.00601726,0.0390516,0.168262,4.31868e+06,607088,4.64544e+06,145.981,44.3319
4.1,4.31866e+06,606945,4.64547e+06,-10.1803,-1.86069,16.5357,0.984381,0.00643089,0.040012,0.171325,4.31868e+06,607091,4.64544e+06,150.088,44.8446
4.2,4.31866e+06,606941,4.64546e+06,-10.6511,-1.92541,16.8958,0.984352,0.00693324,0.0408487,0.171274,4.31868e+06,607095,4.64544e+06,157.48,45.3659
4.3,4.31866e+06,606941,4.64546e+06,-11.1378,-1.99194,17.2378,0.984224,0.00740893,0.041709,0.17178,4.31868e+06,607098,4.64544e+06,161.885,45.8972
4.4,4.31865e+06,606940,4.64547e+06,-11.6294,-2.06052,17.5721,0.984083,0.00793795,0.0425626,0.172355,4.31868e+06,607102,4.64544e+06,166.316,46.4374
4.5,4.31865e+06,606940,4.64547e+06,-12.1977,-2.12202,17.8356,0.983166,0.00825611,0.0434309,0.177286,4.31868e+06,607105,4.64544e+06,170.767,46.9868
4.6,4.31865e+06,606940,4.64547e+06,-12.664,-2.19855,18.185,0.983355,0.0088629,0.0442303,0.176008,4.31868e+06,607109,4.64544e+06,175.295,47.5432
4.7,4.31866e+06,606944,4.64548e+06,-13.1723,-2.27101,18.4954,0.983086,0.0093919,0.0450262,0.177272,4.31868e+06,607112,4.64544e+06,175.68,48.1072
4.8,4.31866e+06,606943,4.64548e+06,-13.7343,-2.33383,18.7585,0.982146,0.00979354,0.0458493,0.182186,4.31869e+06,607116,4.64544e+06,180.095,48.6772
4.9,4.31865e+06,606943,4.64548e+06,-14.2944,-2.39655,19.0214,0.98118,0.0101966,0.0466836,0.187089,4.31869e+06,607119,4.64544e+06,184.56,49.2532
5,4.31865e+06,606938,4.64548e+06,-14.8526,-2.45914,19.2842,0.980193,0.0105934,0.0475065,0.19197,4.31869e+06,607123,4.64544e+06,193.609,49.8351
5.1,4.31864e+06,606938,4.64548e+06,-15.4013,-2.52029,19.5443,0.979162,0.0110059,0.0484419,0.196912,4.31869e+06,607126,4.64544e+06,198.253,50.4165
5.2,4.31864e+06,606938,4.64548e+06,-15.9556,-2.58245,19.8067,0.978118,0.0114107,0.0492387,0.201818,4.31869e+06,607130,4.64543e+06,203.008,51.0088
5.3,4.31864e+06,606937,4.64548e+06,-16.508,-2.64443,20.069,0.977055,0.0118225,0.0500411,0.206689,4.31869e+06,607133,4.64543e+06,207.805,51.6059
5.4,4.31864e+06,606937,4.64548e+06,-17.0586,-2.70616,20.331,0.97597,0.0122066,0.0508196,0.211543,4.31869e+06,607137,4.64543e+06,212.647,52.2077
5.5,4.31865e+06,606942,4.64549e+06,-17.6075,-2.76764,20.5929,0.974861,0.0125962,0.0515962,0.216392,4.31869e+06,607140,4.64543e+06,212.415,52.8139
5.6,4.31864e+06,606941,4.64549e+06,-18.1546,-2.82888,20.8547,0.97372,0.0129915,0.0523611,0.221266,4.31869e+06,607144,4.64543e+06,217.241,53.4242
5.7,4.31864e+06,606941,4.6455e+06,-18.6999,-2.88984,21.1163,0.972557,0.0134126,0.0531081,0.226126,4.31869e+06,607147,4.64543e+06,222.126,54.0384
5.8,4.31864e+06,606941,4.6455e+06,-19.2436,-2.95056,21.3777,0.971368,0.0138275,0.0538773,0.230978,4.3187e+06,607151,4.64543e+06,227.063,54.6562
5.9,4.31863e+06,606934,4.64549e+06,-19.7855,-3.01092,21.639,0.970159,0.0142262,0.0546452,0.235802,4.3187e+06,607154,4.64543e+06,238.194,55.2775
6,4.31863e+06,606934,4.6455e+06,-20.3256,-3.07097,21.9,0.96892,0.0146853,0.0553736,0.240651,4.3187e+06,607158,4.64543e+06,243.473,55.902
6.1,4.31862e+06,606933,4.6455e+06,-20.8757,-3.13061,22.1643,0.966984,0.0151064,0.056047,0.248136,4.3187e+06,607161,4.64543e+06,248.909,56.5377
6.2,4.31862e+06,606933,4.6455e+06,-21.4127,-3.18978,22.425,0.965687,0.0155658,0.0567574,0.252953,4.3187e+06,607165,4.64543e+06,254.358,57.1682
6.3,4.31862e+06,606932,4.6455e+06,-21.9481,-3.24873,22.6856,0.964369,0.0160281,0.0574197,0.257758,4.3187e+06,607168,4.64543e+06,259.911,57.8014
6.4,4.31863e+06,606939,4.64551e+06,-22.4819,-3.30746,22.9461,0.963029,0.0164971,0.0580823,0.262544,4.3187e+06,607172,4.64543e+06,257.924,58.4373
6.5,4.31862e+06,606939,4.64551e+06,-23.0141,-3.36594,23.2064,0.961658,0.0169603,0.0587651,0.267344,4.3187e+06,607175,4.64543e+06,263.271,59.0757
6.6,4.31862e+06,606938,4.64552e+06,-23.5447,-3.42418,23.4665,0.960262,0.017425,0.0594442,0.272137,4.31871e+06,607178,4.64543e+06,268.675,59.7163
6.7,4.31861e+06,606929,4.64551e+06,-24.0737,-3.48213,23.7264,0.958843,0.0178854,0.0601173,0.276923,4.31871e+06,607182,4.64543e+06,282.805,60.359
6.8,4.31861e+06,606929,4.64551e+06,-24.601,-3.53981,23.9861,0.957402,0.0184004,0.0607819,0.281689,4.31871e+06,607185,4.64543e+06,288.718,61.0037
6.9,4.3186e+06,606928,4.64552e+06,-25.1268,-3.59741,24.2457,0.955935,0.0189757,0.0613924,0.286461,4.31871e+06,607189,4.64543e+06,294.751,61.6504
7,4.3186e+06,606927,4.64552e+06,-25.651,-3.65497,24.5052,0.954445,0.0195593,0.0619788,0.291223,4.31871e+06,607192,4.64543e+06,300.875,62.2989
7.1,4.3186e+06,606926,4.64552e+06,-26.1751,-3.71221,24.7648,0.952812,0.0201401,0.06256,0.296362,4.31871e+06,607196,4.64543e+06,307.049,62.9501
7.2,4.31861e+06,606936,4.64553e+06,-26.6964,-3.76956,25.0238,0.951267,0.0206805,0.0631797,0.301116,4.31871e+06,607199,4.64543e+06,302.393,63.6021
7.3,4.3186e+06,606936,4.64553e+06,-27.2163,-3.82681,25.2828,0.949703,0.0212955,0.063736,0.305858,4.31871e+06,607202,4.64543e+06,308.231,64.2555
7.4,4.3186e+06,606935,4.64554e+06,-27.7347,-3.88401,25.5415,0.948115,0.0218855,0.0642744,0.310591,4.31872e+06,607206,4.64542e+06,314.131,64.9104
7.5,4.31859e+06,606923,4.64553e+06,-28.2516,-3.94109,25.8001,0.946504,0.0224585,0.0648313,0.315314,4.31872e+06,607209,4.64542e+06,331.912,65.5666
7.6,4.31858e+06,606922,4.64553e+06,-28.7671,-3.99803,26.0585,0.94487,0.0230546,0.0653651,0.320024,4.31872e+06,607213,4.64542e+06,338.306,66.2241
7.7,4.31858e+06,606921,4.64553e+06,-29.2813,-4.05486,26.3168,0.943214,0.0236607,0.0658734,0.324729,4.31872e+06,607216,4.64542e+06,344.762,66.8826
7.8,4.31858e+06,606920,4.64554e+06,-29.7941,-4.11159,26.5748,0.941538,0.0242505,0.0663888,0.32941,4.31872e+06,607220,4.64542e+06,351.259,67.5422
7.9,4.31857e+06,606919,4.64554e+06,-30.3055,-4.16813,26.8328,0.939838,0.0248304,0.0669087,0.334084,4.31872e+06,607223,4.64542e+06,357.854,68.2028
8,4.31858e+06,606933,4.64555e+06,-30.8155,-4.22448,27.0906,0.938106,0.0253987,0.0674167,0.338773,4.31872e+06,607226,4.64542e+06,350.867,68.8641
8.1,4.31858e+06,606932,4.64555e+06,-31.292,-4.29574,27.341,0.936662,0.0261296,0.0680642,0.342561,4.31873e+06,607230,4.64542e+06,357.191,69.5096
8.2,4.31858e+06,606932,4.64556e+06,-31.7989,-4.3521,27.5985,0.934893,0.0267577,0.0685102,0.347224,4.31873e+06,607233,4.64542e+06,363.604,70.1721
8.3,4.31857e+06,606932,4.64556e+06,-32.3045,-4.40833,27.8558,0.933106,0.0273654,0.0689596,0.351865,4.31873e+06,607236,4.64542e+06,370.083,70.8354
8.4,4.31856e+06,606915,4.64555e+06,-32.8089,-4.46451,28.1129,0.931296,0.0280324,0.0693657,0.356497,4.31873e+06,607240,4.64542e+06,391.978,71.4993
8.5,4.31855e+06,606913,4.64555e+06,-33.3122,-4.52067,28.3699,0.929462,0.0286728,0.0697724,0.361124,4.31873e+06,607243,4.64542e+06,399.05,72.1639
8.6,4.31855e+06,606912,4.64556e+06,-33.8142,-4.57674,28.6268,0.927602,0.0293158,0.0701744,0.365747,4.31873e+06,607247,4.64541e+06,406.167,72.8289
8.7,4.31855e+06,606911,4.64556e+06,-34.315,-4.63278,28.8834,0.925726,0.0300114,0.0705246,0.370347,4.31873e+06,607250,4.64541e+06,413.354,73.4945
8.8,4.31854e+06,606910,4.64556e+06,-34.8146,-4.68884,29.14,0.923828,0.0307031,0.0708663,0.374935,4.31874e+06,607253,4.64541e+06,420.609,74.1606
8.9,4.31855e+06,606929,4.64558e+06,-35.3132,-4.74498,29.3964,0.921907,0.0314094,0.0711876,0.379518,4.31874e+06,607257,4.64541e+06,410.336,74.8272
9,4.31855e+06,606928,4.64558e+06,-35.8106,-4.80121,29.6527,0.919961,0.0321045,0.0714982,0.384096,4.31874e+06,607260,4.64541e+06,417.279,75.4942
9.1,4.31855e+06,606928,4.64558e+06,-36.3083,-4.83515,29.9082,0.916805,0.0327624,0.0719286,0.391436,4.31874e+06,607263,4.64541e+06,424.258,76.151
9.2,4.31853e+06,606906,4.64557e+06,-36.8036,-4.89075,30.1642,0.9148,0.0334498,0.0722324,0.395986,4.31874e+06,607267,4.64541e+06,449.859,76.8185
9.3,4.31853e+06,606906,4.64558e+06,-37.2979,-4.94631,30.42,0.912773,0.0341207,0.0725328,0.400526,4.31874e+06,607270,4.64541e+06,457.29,77.4862
9.4,4.31852e+06,606905,4.64558e+06,-37.7911,-5.00184,30.6758,0.910721,0.0347831,0.0728114,0.405062,4.31875e+06,607273,4.64541e+06,464.856,78.1542
9.5,4.31852e+06,606904,4.64558e+06,-38.2832,-5.05735,30.9314,0.908656,0.0354508,0.0730816,0.409568,4.31875e+06,607277,4.64541e+06,472.415,78.8223
9.6,4.31853e+06,606925,4.6456e+06,-38.7744,-5.11287,31.1869,0.906566,0.036162,0.0733053,0.414073,4.31875e+06,607280,4.6454e+06,460.288,79.4906
9.7,4.31852e+06,606925,4.6456e+06,-39.2647,-5.16848,31.4423,0.904445,0.0368354,0.0735425,0.418586,4.31875e+06,607283,4.6454e+06,467.693,80.1591
9.8,4.31852e+06,606924,4.6456e+06,-39.754,-5.22413,31.6976,0.902305,0.0375442,0.0737313,0.423083,4.31875e+06,607286,4.6454e+06,475.171,80.8277
9.9,4.31852e+06,606924,4.64561e+06,-40.2425,-5.27993,31.9528,0.900148,0.0382707,0.0738989,0.42756,4.31875e+06,607290,4.6454e+06,482.708,81.4966
10,4.31851e+06,606923,4.64561e+06,-40.7301,-5.33586,32.2079,0.89797,0.038997,0.0740517,0.432025,4.31876e+06,607293,4.6454e+06,490.322,82.1655
10.1,4.31853e+06,606950,4.64559e+06,-40.1208,-3.79903,31.1836,0.889046,0.0386162,0.0747261,0.450025,4.31876e+06,607296,4.6454e+06,454.81,80.641
10.2,4.31853e+06,606949,4.64559e+06,-40.608,-3.84999,31.4385,0.886753,0.0393266,0.0748643,0.454442,4.31876e+06,607299,4.6454e+06,462.278,81.3116
10.3,4.31852e+06,606949,4.6456e+06,-41.0943,-3.90104,31.6932,0.884421,0.0400225,0.0750163,0.458878,4.31876e+06,607303,4.6454e+06,469.812,81.9822
10.4,4.31852e+06,606949,4.6456e+06,-41.5798,-3.95215,31.9479,0.882088,0.0407538,0.0751144,0.463268,4.31876e+06,607306,4.64539e+06,477.419,82.6529
10.5,4.31852e+06,606948,4.6456e+06,-42.0645,-4.00343,32.2025,0.879734,0.0414876,0.075195,0.467646,4.31876e+06,607309,4.64539e+06,485.093,83.3236
10.6,4.31851e+06,606948,4.6456e+06,-42.5485,-4.05492,32.457,0.877354,0.0422045,0.0752717,0.47202,4.31877e+06,607312,4.64539e+06,492.838,83.9944
10.7,4.31851e+06,606947,4.64561e+06,-43.0317,-4.1065,32.7114,0.874944,0.0429057,0.0753545,0.476397,4.31877e+06,607316,4.64539e+06,500.648,84.6652
10.8,4.3185e+06,606947,4.64561e+06,-43.5142,-4.15819,32.9657,0.872521,0.0436293,0.0753927,0.48075,4.31877e+06,607319,4.64539e+06,508.53,85.336
10.9,4.3185e+06,606947,4.64561e+06,-43.9961,-4.21004,33.22,0.870079,0.0443782,0.0753973,0.485086,4.31877e+06,607322,4.64539e+06,516.484,86.0067
11,4.31849e+06,606946,4.64562e+06,-44.4773,-4.26215,33.4742,0.867617,0.0451318,0.0753847,0.489409,4.31877e+06,607325,4.64539e+06,524.511,86.6776
11.1,4.31849e+06,606946,4.64562e+06,-44.9573,-4.30826,33.728,0.864789,0.0458981,0.0753888,0.494317,4.31877e+06,607328,4.64538e+06,532.597,87.3451
11.2,4.31849e+06,606945,4.64562e+06,-45.4373,-4.36071,33.9821,0.862283,0.046664,0.0753429,0.498612,4.31878e+06,607332,4.64538e+06,540.758,88.0159
11.3,4.31848e+06,606945,4.64563e+06,-45.9167,-4.41345,34.2362,0.859757,0.0474301,0.0752795,0.502893,4.31878e+06,607335,4.64538e+06,548.991,88.6867
11.4,4.31848e+06,606944,4.64563e+06,-46.3955,-4.46652,34.4902,0.85721,0.0481968,0.0751994,0.507161,4.31878e+06,607338,4.64538e+06,557.293,89.3575
11.5,4.31847e+06,606944,4.64563e+06,-46.8738,-4.51993,34.7442,0.854644,0.0489661,0.0751019,0.511416,4.31878e+06,607341,4.64538e+06,565.662,90.0283
11.6,4.31847e+06,606944,4.64564e+06,-47.3516,-4.57367,34.9981,0.852056,0.0497365,0.0749854,0.515659,4.31878e+06,607344,4.64538e+06,574.099,90.699
11.7,4.31846e+06,606943,4.64564e+06,-47.8289,-4.62779,35.2521,0.849448,0.050507,0.0748544,0.519889,4.31879e+06,607347,4.64538e+06,582.611,91.3698
11.8,4.31846e+06,606943,4.64565e+06,-48.3057,-4.68227,35.506,0.846821,0.0512769,0.0747056,0.524103,4.31879e+06,607351,4.64537e+06,591.19,92.0406
11.9,4.31845e+06,606942,4.64565e+06,-48.782,-4.73712,35.7598,0.844176,0.0520472,0.0745399,0.5283,4.31879e+06,607354,4.64537e+06,599.84,92.7113
12,4.31845e+06,606942,4.64565e+06,-49.2579,-4.79238,36.0137,0.841512,0.0528194,0.0743536,0.532485,4.31879e+06,607357,4.64537e+06,608.558,93.3819
12.1,4.31849e+06,606948,4.6457e+06,-49.7339,-4.85131,36.2677,0.838753,0.0548816,0.0730832,0.536787,4.31879e+06,607360,4.64537e+06,613.562,94.0543
12.2,4.31848e+06,606947,4.64571e+06,-50.9232,-5.011,35.7539,0.836049,0.0556495,0.0728509,0.540942,4.3188e+06,607363,4.64537e+06,622.354,94.8591
12.3,4.31848e+06,606947,4.64571e+06,-48.8984,-4.71957,38.6973,0.833329,0.0564174,0.0725988,0.545077,4.3188e+06,607366,4.64537e+06,631.209,95.1187
12.4,4.31847e+06,606946,4.64572e+06,-47.2079,-4.47572,41.2808,0.830593,0.0571875,0.0723267,0.549193,4.3188e+06,607369,4.64536e+06,640.133,95.5491
12.5,4.31847e+06,606946,4.64572e+06,-46.8557,-4.42051,42.4242,0.827836,0.0579568,0.0720346,0.553299,4.3188e+06,607372,4.64536e+06,649.127,96.1574
12.6,4.31847e+06,606946,4.64573e+06,-45.2741,-4.19312,44.89,0.825068,0.0587264,0.0717257,0.557377,4.3188e+06,607375,4.64536e+06,658.19,96.7355
12.7,4.31846e+06,606945,4.64573e+06,-46.2613,-4.32735,44.5918,0.822265,0.0594931,0.0714006,0.561465,4.31881e+06,607379,4.64536e+06,667.329,97.4225
12.8,4.31846e+06,606945,4.64574e+06,-46.9718,-4.42329,44.5912,0.819442,0.060262,0.0710587,0.565538,4.31881e+06,607382,4.64536e+06,676.535,98.1039
12.9,4.31845e+06,606944,4.64574e+06,-47.4422,-4.48613,44.8486,0.816604,0.061033,0.0706989,0.569591,4.31881e+06,607385,4.64535e+06,685.808,98.7762
13,4.31845e+06,606944,4.64574e+06,-47.811,-4.5353,45.2151,0.81375,0.061802,0.0703233,0.573626,4.31881e+06,607388,4.64535e+06,695.155,99.4444
13.1,4.31844e+06,606943,4.64575e+06,-48.2852,-4.59591,45.4692,0.811038,0.0605858,0.0706222,0.577546,4.31881e+06,607391,4.64535e+06,704.558,100.116
13.2,4.31844e+06,606943,4.64575e+06,-49.2556,-4.72692,45.1895,0.808141,0.0613493,0.0702233,0.581561,4.31881e+06,607394,4.64535e+06,714.042,100.811
13.3,4.31843e+06,606943,4.64576e+06,-47.7204,-4.50651,47.6051,0.805226,0.0621125,0.069807,0.58556,4.31882e+06,607397,4.64535e+06,723.593,101.424
13.4,4.31843e+06,606942,4.64576e+06,-49.9739,-4.81918,45.9448,0.80229,0.0628745,0.069373,0.589546,4.31882e+06,607400,4.64535e+06,733.214,102.144
13.5,4.31842e+06,606942,4.64577e+06,-49.3315,-4.72558,47.3998,0.799339,0.0636379,0.068925,0.593513,4.31882e+06,607403,4.64534e+06,742.906,102.777
13.6,4.31842e+06,606941,4.64577e+06,-50.8838,-4.94116,46.4936,0.796369,0.0644018,0.068455,0.597463,4.31882e+06,607406,4.64534e+06,752.665,103.487
13.7,4.31841e+06,606941,4.64578e+06,-51.1325,-4.97425,46.9899,0.793381,0.0651678,0.0679667,0.601398,4.31883e+06,607409,4.64534e+06,762.497,104.149
13.8,4.31841e+06,606940,4.64578e+06,-50.4095,-4.87147,48.5314,0.790374,0.0659333,0.0674637,0.605319,4.31883e+06,607412,4.64534e+06,772.395,104.785
13.9,4.3184e+06,606940,4.64579e+06,-50.4565,-4.87775,49.2446,0.787347,0.0666969,0.0669435,0.609225,4.31883e+06,607415,4.64534e+06,782.361,105.451
14,4.3184e+06,606939,4.64579e+06,-50.5443,-4.89053,49.9138,0.784301,0.0674615,0.066407,0.613116,4.31883e+06,607418,4.64533e+06,792.399,106.12
14.1,4.31839e+06,606939,4.6458e+06,-51.0211,-4.96022,50.1693,0.781299,0.067781,0.063825,0.617175,4.31883e+06,607420,4.64533e+06,802.501,106.795
14.2,4.31839e+06,606938,4.6458e+06,-49.7698,-4.78792,52.2838,0.778217,0.0685369,0.0632563,0.621031,4.31884e+06,607423,4.64533e+06,812.668,107.495
14.3,4.31839e+06,606938,4.64581e+06,-49.3641,-4.73537,53.4886,0.775117,0.0692919,0.0626712,0.624872,4.31884e+06,607426,4.64533e+06,822.913,108.204
14.4,4.31838e+06,606937,4.64582e+06,-51.5511,-5.04808,51.9042,0.772001,0.0700452,0.0620703,0.628694,4.31884e+06,607429,4.64532e+06,833.223,108.824
14.5,4.31837e+06,606937,4.64582e+06,-52.4139,-5.17559,51.7446,0.768864,0.0707992,0.0614501,0.632503,4.31884e+06,607432,4.64532e+06,843.606,109.495
14.6,4.31837e+06,606936,4.64582e+06,-54.1063,-5.42068,50.6924,0.76571,0.0715543,0.0608139,0.636293,4.31884e+06,607435,4.64532e+06,854.059,110.178
14.7,4.31836e+06,606936,4.64583e+06,-55.8346,-5.6718,49.6018,0.762543,0.0723066,0.0601622,0.640063,4.31885e+06,607438,4.64532e+06,864.583,110.893
14.8,4.31836e+06,606935,4.64583e+06,-55.8087,-5.67719,50.3985,0.759347,0.0730581,0.0594945,0.643828,4.31885e+06,607441,4.64532e+06,875.173,111.549
14.9,4.31835e+06,606935,4.64584e+06,-55.6729,-5.66801,51.3137,0.756128,0.0738105,0.0588074,0.647583,4.31885e+06,607444,4.64531e+06,885.835,112.207
15,4.31835e+06,606934,4.64584e+06,-56.1417,-5.74504,51.5786,0.752901,0.0745669,0.0580986,0.65131,4.31885e+06,607446,4.64531e+06,896.574,112.882
15.1,4.31834e+06,606933,4.64585e+06,-56.6158,-5.82327,51.834,0.749605,0.075953,0.0588921,0.654871,4.31885e+06,607449,4.64531e+06,907.376,113.555
15.2,4.31833e+06,606933,4.64586e+06,-57.6662,-5.9836,51.4696,0.746344,0.0767186,0.0581422,0.658562,4.31886e+06,607452,4.64531e+06,918.25,114.245
15.3,4.31833e+06,606932,4.64586e+06,-58.2968,-6.08603,51.5571,0.743067,0.0774832,0.0573759,0.662236,4.31886e+06,607455,4.6453e+06,929.186,114.924
15.4,4.31832e+06,606932,4.64587e+06,-57.5034,-5.98945,53.1768,0.739767,0.078244,0.056592,0.665898,4.31886e+06,607458,4.6453e+06,940.196,115.563
