time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,q_w,q_x,q_y,q_z,true_pos_x,true_pos_y,true_pos_z,pos_error,vel_error
38.9,4.31587e+06,606225,4.64799e+06,-146.516,-64.5244,128.718,-0.328257,0.0392352,-0.161823,0.929796,4.31951e+06,607711,4.64444e+06,5300.61,248.994
39,4.31585e+06,606219,4.64801e+06,-146.204,-64.7343,129.789,-0.334069,0.0376845,-0.161794,0.927794,4.31951e+06,607710,4.64444e+06,5325.48,249.424
39.1,4.31584e+06,606212,4.64802e+06,-146.678,-65.0598,130.017,-0.338252,0.0377525,-0.162708,0.926114,4.31952e+06,607709,4.64443e+06,5350.4,249.874
39.2,4.31583e+06,606206,4.64803e+06,-146.489,-65.2924,130.96,-0.342771,0.0359478,-0.162734,0.924518,4.31952e+06,607709,4.64443e+06,5375.37,250.312
39.3,4.31581e+06,606199,4.64805e+06,-146.736,-65.586,131.438,-0.34728,0.0341354,-0.162759,0.922898,4.31952e+06,607708,4.64443e+06,5400.39,250.759
39.4,4.3158e+06,606193,4.64806e+06,-146.602,-65.826,132.328,-0.351828,0.032325,-0.162784,0.921235,4.31953e+06,607707,4.64442e+06,5425.45,251.2
39.5,4.31578e+06,606186,4.64807e+06,-147.645,-66.2318,131.951,-0.356197,0.0304794,-0.16281,0.919613,4.31953e+06,607706,4.64442e+06,5450.55,251.661
39.6,4.31577e+06,606180,4.64809e+06,-148.637,-66.6304,131.634,-0.360508,0.0286205,-0.162834,0.917987,4.31953e+06,607705,4.64441e+06,5475.7,252.126
39.7,4.31575e+06,606173,4.6481e+06,-149.123,-66.9578,131.862,-0.364957,0.0267808,-0.162853,0.916279,4.31953e+06,607704,4.64441e+06,5500.89,252.58
39.8,4.31574e+06,606166,4.64811e+06,-148.841,-67.1759,132.919,-0.369943,0.0250308,-0.162854,0.914327,4.31954e+06,607703,4.64441e+06,5526.14,253.014
39.9,4.31572e+06,606160,4.64813e+06,-148.573,-67.395,133.961,-0.375179,0.0233226,-0.162847,0.912238,4.31954e+06,607702,4.6444e+06,5551.42,253.451
40,4.31571e+06,606153,4.64814e+06,-149.315,-67.7596,133.923,-0.379191,0.0213949,-0.162867,0.910621,4.31954e+06,607701,4.6444e+06,5576.75,253.911
40.1,4.31569e+06,606146,4.64815e+06,-149.805,-68.0896,134.153,-0.383389,0.0204442,-0.164051,0.908671,4.31955e+06,607700,4.6444e+06,5602.13,254.365
40.2,4.31568e+06,606139,4.64817e+06,-148.917,-68.2262,135.87,-0.387809,0.0185784,-0.164059,0.906832,4.31955e+06,607699,4.64439e+06,5627.56,254.795
40.3,4.31566e+06,606133,4.64818e+06,-150.343,-68.6882,135.097,-0.392129,0.0166918,-0.164065,0.905008,4.31955e+06,607698,4.64439e+06,5653.03,255.264
40.4,4.31565e+06,606126,4.64819e+06,-151.645,-69.1329,134.459,-0.396406,0.0147952,-0.164068,0.903175,4.31956e+06,607697,4.64439e+06,5678.53,255.74
40.5,4.31563e+06,606119,4.64821e+06,-152.981,-69.5829,133.788,-0.400613,0.0128831,-0.16407,0.901346,4.31956e+06,607696,4.64438e+06,5704.09,256.227
40.6,4.31562e+06,606112,4.64822e+06,-151.936,-69.6978,135.682,-0.405403,0.011073,-0.164065,0.899227,4.31956e+06,607695,4.64438e+06,5729.7,256.635
40.7,4.3156e+06,606105,4.64824e+06,-151.088,-69.8401,137.365,-0.410351,0.00929115,-0.164058,0.897001,4.31957e+06,607694,4.64437e+06,5755.35,257.061
40.8,4.31559e+06,606098,4.64825e+06,-151.737,-70.1942,137.441,-0.414571,0.00737942,-0.164057,0.895076,4.31957e+06,607692,4.64437e+06,5781.04,257.521
40.9,4.31557e+06,606091,4.64826e+06,-151.869,-70.4749,138.073,-0.419283,0.00555589,-0.164055,0.892893,4.31957e+06,607691,4.64437e+06,5806.78,257.97
41,4.31556e+06,606084,4.64828e+06,-151.685,-70.7094,139.044,-0.424663,0.00385366,-0.16405,0.890356,4.31957e+06,607690,4.64436e+06,5832.57,258.412
41.1,4.31555e+06,606077,4.64829e+06,-152.195,-71.0462,139.275,-0.428994,0.00136127,-0.164751,0.888155,4.31958e+06,607689,4.64436e+06,5858.39,258.87
41.2,4.31553e+06,606070,4.64831e+06,-152.536,-71.36,139.69,-0.433273,-0.000539932,-0.164748,0.886077,4.31958e+06,607688,4.64436e+06,5884.27,259.326
41.3,4.31551e+06,606063,4.64832e+06,-153.133,-71.7101,139.832,-0.437532,-0.00244456,-0.164746,0.883979,4.31958e+06,607687,4.64435e+06,5910.19,259.787
41.4,4.3155e+06,606055,4.64834e+06,-154.497,-72.1685,139.15,-0.441696,-0.00436683,-0.164742,0.881899,4.31959e+06,607685,4.64435e+06,5936.16,260.267
41.5,4.31548e+06,606048,4.64835e+06,-155.957,-72.6411,138.367,-0.445771,-0.00630416,-0.164739,0.879835,4.31959e+06,607684,4.64435e+06,5962.17,260.761
41.6,4.31547e+06,606041,4.64836e+06,-157.024,-73.0591,138.01,-0.449843,-0.00824005,-0.164736,0.877744,4.31959e+06,607683,4.64434e+06,5988.23,261.249
41.7,4.31545e+06,606033,4.64838e+06,-157.601,-73.4087,138.183,-0.454037,-0.0101496,-0.164738,0.875562,4.3196e+06,607682,4.64434e+06,6014.34,261.719
41.8,4.31544e+06,606026,4.64839e+06,-156.065,-73.4591,140.626,-0.459693,-0.0117809,-0.164761,0.872581,4.3196e+06,607680,4.64434e+06,6040.51,262.105
41.9,4.31542e+06,606019,4.64841e+06,-156.19,-73.7452,141.287,-0.46431,-0.0136031,-0.164774,0.870104,4.3196e+06,607679,4.64433e+06,6066.71,262.557
42,4.31541e+06,606012,4.64842e+06,-155.93,-73.9756,142.358,-0.469707,-0.0152717,-0.164801,0.867169,4.3196e+06,607678,4.
