timestamp,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,roll,pitch,yaw,qw,qx,qy,qz,accel_bias_x,accel_bias_y,accel_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z,grav_bias_1,grav_bias_2,grav_bias_3,grav_bias_4,grav_bias_5,pos_uncertainty,vel_uncertainty,att_uncertainty
0.000000000,0.000000000,0.000000000,-5000.000000000,200.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.010000000,-0.010000000,0.020000000,0.001000000,-0.001000000,0.000500000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.173205081,0.054772256,0.017320508
