t,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,lat_true,lon_true,alt_true,temperature,gradient_xx,gradient_yy,gradient_zz,gradient_xy,gradient_xz,gradient_yz,anomaly_mgal
0.11,-70.51211669081049,0.0238016505292591,-9.806121054190891,-0.0004037214210209711,-0.0006611786906294134,0.0009312807628922317,47.45000515101458,8.550000000877723,432.0,24.950247141429735,2.3114902438072527,-2.1746929646317184,-4.893468558659766,-0.1339333699146378,0.69882805036294,0.20728633717168918,-12.78140132007179
0.12,-144.8597217170059,0.018673170995324027,-9.822970462703173,-0.00034108898851341806,-0.0015700359792040943,0.0003738637754687782,47.45000549829773,8.550000001037308,432.0,25.13211202412009,3.5774675348882927,-2.0296357141167216,-2.6749583766758054,-0.5035028288483423,0.29282951756086556,0.9230003523786121,-12.47905009720762
0.13,57.09665684922979,-0.0047729928509687766,-9.807231643554186,-0.0007911551234652774,-0.0009952956468829227,-0.0006525325984022047,47.450005896923855,8.55000000121019,432.0,25.41560553727143,2.5975009053680433,-0.2989953434491128,-2.938042958538072,-0.671264219916313,0.8086861248722709,-0.4174616516681675,-13.20442327723802
0.14,39.249051272844866,0.01249307076805976,-9.814017953543381,0.0005814512613978334,-0.0015865032256439026,-0.0010605496269397827,47.45000633085712,8.550000001396372,432.0,24.638186749846557,5.745708101336426,-1.8678963898086869,-3.4098542523596143,-0.32273684630269606,0.48379415039018964,1.2579307397418342,-13.350754864685973
0.15,35.76266871629462,0.016452081497901224,-9.798436042970668,-0.0006270289366327044,0.0008593013219900117,0.0002124356751398064,47.45000679696302,8.55000000159585,432.0,25.02854795887524,3.642267596953131,-2.637891908181865,-3.4114905841186802,-0.06015806227454387,0.3868814450239989,0.7765176975473165,-12.285924305304583
0.16,44.44734179098344,0.0003400649636006031,-9.815271626908855,0.00030317497460022325,-0.001157765410586543,-0.0010763673017185863,47.45000730303217,8.550000001808623,432.0,24.68821670345671,3.818095539144487,0.15396887157667494,-6.012314364592436,0.23498481173595745,-0.26004778756367547,0.6963932392222617,-12.890806633440711
0.17,-133.78847589191997,0.005262024849723446,-9.816312388577012,0.0015009282057657598,-0.000212300562414936,-0.0004283577658586839,47.45000768877456,8.550000002034695,432.0,24.370299898169026,2.715163235759972,-0.7149321343238109,-3.6880787588901796,0.488421931485702,0.3429813412385728,0.5032285295147043,-12.858779555109278
0.18,106.33396466674951,0.007674582477680641,-9.821745720866739,-0.0006205360545841105,-0.001127445097629763,0.0011307980824498737,47.45000817013708,8.550000002274064,432.0,24.21282173030607,3.4339233578917643,-1.2190018111771472,-2.757704667865763,0.5205293833147054,0.42610660141323675,0.17129153106729783,-12.83044956598528
0.19,-103.12258735782036,0.005182151135981487,-9.805210660580784,-0.0006779917016680357,-0.0005931812786067647,-0.00018839907254318387,47.45000855875804,8.550000002526728,432.0,24.778969055100674,2.6640683559933827,-1.9945888589335379,-2.2913856763100178,0.6192984072257538,0.3498420788466733,0.3436054391029987,-12.133588551518331
0.2,32.79745639028916,0.0028664521666448093,-9.818997207767316,-0.0004954032701542627,-0.0010308849382238174,8.575827126483063e-05,47.45000897687134,8.550000002792691,432.0,25.017073984316873,3.5424801143398277,-1.0176238615220248,-3.5738708335808202,0.7121384326808209,0.13846505272508725,0.62008590908719,-12.161527185478278
0.21,96.57399054906656,0.002725012726769843,-9.80505570007609,-0.0008182191045148317,0.00017834090940503406,4.773703049251984e-05,47.45000948183317,8.550000003071949,432.0,25.274625121771297,4.072610439379469,-0.2754660987088853,-5.714032091648762,0.11952856234592399,-0.17657347741290097,-0.2590659953260607,-12.439658268031762
0.22,-5.825942205292607,0.00567786486994845,-9.816197405772284,0.00019876109794680853,0.00010966032710750256,0.0008005996848710222,47.45000998155947,8.550000003364502,432.0,25.16705451842222,3.955784646057446,-2.901961565627184,-1.3019408358854916,-0.06896410638570655,-0.9249972663377568,0.19496224655065297,-12.031168470873727
0.23,-78.07506007187283,0.004351613236012347,-9.821433842750729,-0.000292091951544797,0.0012233510384634984,0.0007072337515647965,47.450010411082246,8.550000003670354,432.0,24.50473215768981,5.469329243162667,-2.918883186317835,-3.1299193632984004,-0.20594761097546113,0.40597880398492553,0.20564249570330523,-12.032772776070004
0.24,-33.0235156044611,0.004387579307364454,-9.790066195263776,0.00047617189294503693,0.0005924412860368388,-0.0020164720663411145,47.45001081089612,8.550000003989497,432.0,25.08891922385137,3.8921965431838115,-0.9956459885639221,-2.987116415262477,-0.07999975392553074,0.3526705242694454,0.7258690983449763,-12.639139084225855
0.25,-44.863368386317255,0.015001690210936466,-9.787880064353928,-0.0005065499204536822,-1.4397948165680386e-05,-0.0006468515198021239,47.45001117037796,8.550000004321937,432.0,24.67564589095809,4.371582973277315,-2.3976248984197417,-4.334812440970008,-0.35115939361703796,0.24365935819016873,0.6349956853176779,-12.292731441038919
0.26,105.6288178376943,3.7480414496195505e-05,-9.802102988369406,0.0011851221371987155,0.0011842685967443935,-0.0007341210119004216,47.45001162483468,8.550000004667671,432.0,23.865191688121488,2.0041236701356775,-0.048125796770063456,-4.36906116685879,0.02430137925116721,-0.7695779029234942,-0.41794031143388877,-12.729625930939973
0.27,28.731338207388628,-0.011573932148453732,-9.82584247119827,-0.0011469362466938835,-0.0016647528515653187,6.41196780480094e-05,47.450012105120265,8.550000005026702,432.0,25.345540514371525,1.9124358969065798,-1.730553972625468,-3.822726185196876,0.58526393094355,1.0064295119396136,0.14686670218419962,-11.429405385835985
0.28,-100.94188855145494,0.013873031332103974,-9.817600197610043,-0.0017648693498918187,8.236143027617261e-05,-0.0009251663579278082,47.450012494637015,8.550000005399024,432.0,24.930869838311903,4.3781331938335954,-1.5818174059911516,-4.480119359334226,-0.3088177428023462,-0.7561441333259615,-0.8825209760768348,-12.570184299536583
0.29,111.66707809604912,-0.0024361974928113553,-9.803503705780708,-0.0008967569060934159,-0.001212611368411002,0.00016764385634354044,47.45001298458724,8.550000005784641,432.0,25.20264018474155,2.9648509589035874,-2.7465039059284013,-4.880760530309396,-0.17910136503130528,-0.07426498376577227,-0.16591762120465092,-12.766298595094895
0.3,-9.619636137117261,0.01938947944240707,-9.810129540029749,-0.00012629071703863906,-0.0003739512962395301,0.0015379134105915704,47.450013465880765,8.55000000618355,432.0,24.689130255231003,2.2384203516793226,-1.2432171836085495,-2.4122387717576554,-0.12213575338183835,0.20128653240497774,0.1340727854373244,-12.457644685390326
0.31,-55.34073478231175,0.008396475768578887,-9.811513864390939,-0.000966029065369078,-0.000986200896809431,-0.00010120000290245937,47.45001389739875,8.550000006595754,432.0,24.408746541351707,2.9959010655681917,-1.7280275448297642,-3.1552207726489914,-0.3125153167141622,-0.3332784973339244,0.3088354236268933,-12.528205686055587
0.32,17.471108149007694,0.010201570028143184,-9.799687872690782,0.0010195178120530064,5.8325423206273284e-05,-0.0004583248079225757,47.45001434463502,8.550000007021248,432.0,24.294756438362363,3.2078997231312907,-2.1918713578481714,-2.0318136403369875,0.6193721219605188,-0.8451590899111858,-0.39328964019393853,-12.527583612500994
0.33,18.002351524486347,0.012250539433898951,-9.803595878931185,0.001057680946216667,-0.0006386098857545523,0.0006014057094785556,47.45001480805149,8.550000007460035,432.0,24.903851215143305,3.2293840430423,-0.30573266702847324,-4.3975576279686095,0.8176502956319971,-0.011274172105335286,0.061303619311666196,-12.453165506301628
0.34,56.63012294031652,0.005364610421979229,-9.815657673450744,0.00018704267540386115,-0.0005514450963372427,0.0002631435192168085,47.450015322393156,8.550000007912113,432.0,24.389130059619998,3.5927657581002346,-4.147472326213575,-3.3374876258393935,-0.04305274088946759,0.13752498251419304,0.24396677039070275,-12.083572667548413
0.35000000000000003,-17.905387072582275,-0.005283167740798534,-9.802223646327354,0.0006010781739584071,4.305783307362848e-05,0.001997911136670334,47.450015820627705,8.55000000837748,432.0,24.70145338359794,3.3531036364662206,-3.2217815860933268,-2.8777753261286563,0.08878389250185396,-0.035042851509492885,0.5014179239738107,-12.794516054162898
0.36,-14.467878926715155,-0.004224125641082219,-9.806751314900247,0.0001343969933417135,-7.014501069743816e-05,-0.0006276676387586107,47.45001630584962,8.550000008856141,432.0,23.638537196937808,2.54715161076829,-0.8715677723713399,-2.1798942204764313,0.03916210629929169,-1.1235255981614616,0.9836632827092682,-12.850798247079855
0.37,-10.14427495099823,0.02255499921635993,-9.798749726791636,0.00044547934197213906,0.001606809768605365,-0.000643935928241654,47.45001678194781,8.550000009348095,432.0,25.5289588881667,2.6295706830533883,-1.899128063111614,-2.4931029439965546,-0.09894571179362197,-0.5341246541091086,0.38959571453977404,-13.383476816948027
0.38,4.242753921167437,0.01447392093568604,-9.826913024908892,-5.980896818640195e-05,-0.0004546146478247709,0.0008492927907915742,47.45001726184352,8.550000009853335,432.0,25.345905976750117,4.80001378377181,-1.2326491371109958,-3.330283139959411,0.2789614143084753,0.8125746840922361,0.5755222961212169,-12.413662808659295
0.39,-15.961125786561038,0.020835643198689482,-9.803732697660584,0.0005591529271965292,-0.0003822184085597574,0.00046969965100364207,47.450017727380114,8.550000010371862,432.0,25.373424442903683,3.627676842571868,-0.9179566137412513,-3.5044579846620603,0.04312847805314683,0.49316002825616123,-0.4536922113405854,-13.060130155044053
0.4,-59.598297248457044,-0.014797326846489179,-9.797344139802334,0.0005056235236381134,0.0012077968277360012,-8.59257126901302e-05,47.45001813932592,8.55000001090368,432.0,24.75191372485013,2.8048993238176556,-3.1750324189005417,-2.709990503504173,-0.9251404747561024,-0.0034943531720294536,0.44696082109081614,-12.735260341864123
0.41000000000000003,88.1238865766508,0.0141075618416311,-9.81548179187793,0.0012421733720548176,-0.0003693556160811372,-0.0017764496998276796,47.45001863052107,8.550000011448786,432.0,24.821829768930403,3.2639767424956023,-0.9483422330560205,-2.515783221838133,-0.5066856790023471,0.5971573426183283,0.7931083043891526,-12.877272639859942
0.42,5.745313560921755,0.014456969764905903,-9.80340652934878,-0.0004755189698340631,0.0006196929283515349,0.0003194226581743024,47.450019126891675,8.55000001200718,432.0,23.943967392949876,4.450408976174755,-0.7480240739406588,-2.060265230877433,-0.10804020161735076,0.0352147715438709,0.3210573596547305,-12.075733592436842
0.43,-60.28154124618616,-0.007590067112484054,-9.813576789142404,-1.8880298193396305e-05,-0.002144328994428664,-0.0001678678649251753,47.45001956905923,8.550000012578861,432.0,25.388395810800436,1.003918080520572,-1.126584169534387,-2.5133434789667284,-0.7878630332209087,0.0786518012121334,0.6884590114706186,-12.729835158057254
0.44,3.014566647510235,-0.009488558029512983,-9.791346781877905,-0.0007132382756359056,0.000671919712989155,-0.0006120273193588813,47.45002001392374,8.550000013163826,432.0,24.571255949414724,4.81165075079727,-2.050416035732797,-5.3210440282423415,0.10400989262636658,-0.38053949232922435,-0.3380003171051916,-12.029309718250735
0.45,-19.061725526321503,0.012987940160791071,-9.799517239205016,7.295362848444449e-05,9.79083273787084e-05,-0.00022276883100693935,47.45002044163337,8.55000001376208,432.0,24.717571128000206,3.908530894908822,-1.2649196849453785,-3.3527331196534353,0.4964709988968581,0.6864149574359636,0.3550372820236811,-12.823407960021374
0.46,-1.9464084164183193,-0.0005593822535114833,-9.813891298665819,-0.0017523744736814984,0.0009572085166498399,-0.0014331799590474132,47.45002086757315,8.550000014373618,432.0,25.039157574099676,4.661729900396752,0.03288264687951692,-3.361988541922433,-0.1674994760126712,0.5022081990071722,0.053283608588071546,-12.628526779505583
0.47000000000000003,-2.2118651014772563,0.02810762548835905,-9.799970062235875,0.0014013875785839397,6.7319580123975e-05,-0.0005007364866583039,47.45002129153362,8.55000001499844,432.0,23.991823216620425,3.206872644563824,-0.2820366978715585,-4.1708462005050615,0.11993566286395985,-0.4355144978895617,-0.11133198364933197,-12.000839621093188
0.48,-8.523165017971744,0.009722199369801522,-9.814242613792853,-0.00037530174062991886,0.0014384100730350355,-0.0007262319855289191,47.450021707845494,8.550000015636547,432.0,25.11181673092733,3.283724517462988,-1.3269331284267623,-3.1169104662479707,0.9191497947885678,-0.6903391028546626,-0.0629288448266013,-11.87871320923206
0.49,50.10653180512639,0.007836893266046458,-9.818653435041956,0.0009998270055024032,-0.0024709992785382487,0.0007747880983061522,47.45002216921744,8.550000016287937,432.0,23.856422901354257,3.631380747663136,-2.0263624963961173,-2.139951535197124,-0.2009646874242508,0.23508668881813907,0.18042021123960095,-12.257544351002977
0.5,50.96711606877083,-0.00704234636563794,-9.79961839547255,-0.0009416020175576121,-0.0011951678204685596,0.0006984260773856522,47.45002267643668,8.55000001695261,432.0,25.630960894718513,2.7151199486144857,-1.6326092821082412,-3.531135508987682,0.8374086661654256,0.05736710218684334,0.5052142567563895,-12.455353407130076
0.51,30.125935605418725,0.0005522497296268514,-9.807125381902596,0.00037270434211166903,0.001515104832043221,-0.00022256960222044502,47.45002321075763,8.550000017630564,432.0,25.3423240740701,4.257529844242147,-2.1474978129675604,-3.148360651007457,0.045287601216821086,0.19655173031665385,-0.4159366667893255,-12.934644924414275
0.52,-186.72266377311368,0.004734560539851466,-9.815152541457762,0.00028927448166395434,0.0005220618029609753,0.0008131895341760646,47.45002357715193,8.5500000183218,432.0,25.08407464067153,5.4520406236723264,-2.170505484159004,-4.5478484525858764,0.5918261210029163,-0.6301631330807906,0.6578995148899316,-13.405059784926904
0.53,204.4409916359451,0.0187990159936856,-9.80304356920078,0.0012169808903994353,0.001589256134399644,0.0012031564739904575,47.45002412740249,8.550000019026317,432.0,24.475324904892418,5.111878054895312,-0.5065941278965518,-4.044094777884344,0.5243080724663578,-0.1115943250369675,-0.26251936462385106,-12.408424710146113
0.54,-76.99758944445328,0.010104785468865344,-9.813321475225548,0.00015264458809371553,-0.0012760049681022848,0.0002925976726779431,47.45002460840511,8.550000019744115,432.0,26.09755720394835,2.472375555508587,-0.8792343835310507,-2.5416088669250665,-0.17654097534423693,0.10211527543759598,-0.507288446713249,-13.577723031373674
0.55,19.615793875258646,0.023967421426397274,-9.797729614721737,0.00019102234273061646,0.0002260247237134431,0.0019063333605725912,47.450025107045846,8.55000002047519,432.0,24.664653254118086,2.5190457606101293,-2.891930130937512,-5.482027370173412,-0.05987856154049953,0.21013398104273145,0.6025198224767855,-12.454908188481166
0.56,-16.07495900957359,0.009785416094684656,-9.806112361787095,0.001624914337019442,0.0004215774311912787,-0.0001382945086840831,47.45002559122416,8.550000021219546,432.0,25.312293179119315,3.3274535186694987,-1.6806813356075678,-2.890302236844213,0.26618313183712067,-0.35600402619157034,0.4902574089525251,-11.809021427429041
0.5700000000000001,-9.144114674419306,0.02898566798690457,-9.794023475723613,0.0026988231244253758,-0.0002805289591956254,0.00027255304356718846,47.45002606716488,8.550000021977178,432.0,24.824401578525,3.8367096784263937,-2.5383467841789047,-4.281022533406441,-0.3531158469864687,0.601442802058767,-0.2799675645480575,-12.706904573022708
0.58,-102.73618065267172,0.01891908854989059,-9.79113024467757,0.001631086706503964,0.00033189301091946833,-0.00047094873173534815,47.450026450711164,8.550000022748087,432.0,26.35937982488814,4.365581312724389,-0.2024844015800813,-4.8449170369405685,0.19473332978936797,-0.6401273491119179,-0.7170589974954843,-12.008963202613483
0.59,92.97318011416496,0.025969944014857242,-9.807780949846855,0.0002930004831366922,-0.0002165099731921366,-0.00031320263684071303,47.4500269178565,8.550000023532272,432.0,24.71982634896371,3.4740422442894263,-1.5634645316653515,-2.1672732105003765,0.2374071888953363,0.24092642681434356,-0.06147682693417489,-12.626635987424933
0.6,-24.096760946196547,-0.0016586505536726921,-9.80591132866178,0.0006018398388346248,0.0012045132046549722,0.0005585626574989414,47.45002736335616,8.550000024329732,432.0,24.63709011773705,4.387230925007105,-1.4956293569148644,-4.32854276039282,0.8156787258393323,0.09561000221226328,0.024907214455621024,-12.215634985346973
0.61,-16.96589001816895,0.014049609790126105,-9.808550396059168,-0.0006027206151161288,-0.00019695056317063907,0.000638398026302694,47.450027793606594,8.550000025140468,432.0,24.630821084622767,3.092947138965025,-1.6770548050289835,-2.8473287411262462,0.6897885485518551,-0.4429950580812936,0.9373028667557777,-13.190677860782626
0.62,-42.453908629864785,0.01685761944685858,-9.811320444265975,-0.0006796484790810536,-0.0012500977492665682,-0.0004644763801112473,47.45002818568881,8.550000025964476,432.0,25.840719727972015,2.9075544739482417,-0.8602431848693765,-3.6090985501701045,0.18150570634312907,0.30429626810611393,-0.05315150873449759,-12.859532556041746
0.63,-60.398229650073255,0.011597823287574874,-9.8059557108781,0.0006912666505482711,9.55893847306758e-06,0.0014378053804357186,47.45002852344559,8.550000026801758,432.0,25.346843164805446,5.192559651655364,-1.5288421828233334,-4.508268646593526,0.17129682051587042,0.4530410743809869,0.06797223127628992,-12.057897472922122
0.64,166.45017076099208,0.016726047161345743,-9.811306588058333,0.00021299261734022078,9.412506518135457e-05,0.0009175509318285764,47.450029010887675,8.550000027652315,432.0,24.866913657492653,2.900641181919285,-1.3477449811083795,-3.35733500862901,0.1770157192639577,-0.6179192335694262,0.2872834020572764,-12.971938043081565
0.65,36.079255918386,0.007808006617209744,-9.79418945705126,0.0006011509348765221,-0.0002910972864048274,0.0004741339913173551,47.45002953077278,8.550000028516141,432.0,24.791039985919497,4.036821207332494,-2.8648446488943358,-4.993564216810603,0.9134993395165367,0.14706949573664604,-0.057513013251380835,-11.866805913365626
0.66,-89.55048673989558,0.016698498407516683,-9.813425457785073,-0.001791111572652695,0.0012437655515992513,-5.639426756268047e-07,47.45002997014357,8.550000029393237,432.0,25.445748557526194,1.6259162428829457,-0.18558282110888902,-3.028873300475764,-0.1582582576755834,0.3199551649771055,-0.06112100203050436,-12.218893188874032
0.67,44.32875099004435,0.020214240504900102,-9.799560031062224,4.91991613420064e-06,-0.0008365135126648704,0.0006379845651375808,47.45003044937675,8.550000030283602,432.0,25.905056486820573,1.4103145869900837,-1.080801320500683,-5.26399232519746,0.36271245596024426,0.29217160254608887,0.8134152821385388,-12.46505940771781
0.68,23.298224133348658,0.02289011632502618,-9.802410951791718,0.0012612984256809205,0.0014247301383378311,-0.0009347434252811033,47.45003094955756,8.550000031187238,432.0,24.959718781274926,5.337582648664856,-1.237715103233301,-3.431647430160887,0.04824717214479967,-0.29359488016458973,-0.4786101313310514,-11.786128369603992
0.6900000000000001,19.26047527312567,-0.012763529090867386,-9.822203304481432,-0.0005380055534272784,2.7138707615426435e-05,-0.00039157549369196976,47.450031467058025,8.55000003210414,432.0,24.739050244444122,3.272193886305304,-0.5112587226945572,-5.1422727396272485,-0.24065855445813542,0.2546337769399206,-0.2998170450752611,-12.147092781665183
0.7000000000000001,-150.68230419472786,-0.004292283996448588,-9.810529781326972,-0.0006308066555249736,0.0015343579964258276,-0.0002385475153332175,47.450031849062356,8.55000003303431,432.0,24.624222618090876,2.6280140686892226,-3.887500247639446,-4.710228201393783,0.19440719085699307,0.4308700148976774,-0.2636744491827674,-12.629654461132962
0.71,72.8959755132275,0.0086840964335628,-9.79016824864159,0.0006888736473824495,0.000633776531781235,-0.00031483121410859707,47.45003229662517,8.550000033977746,432.0,24.35082588167959,2.458119915291357,-0.5038176963355563,-3.785525260636434,0.334410288457917,0.1988443242398428,-0.036225168983531536,-12.190145721035815
0.72,-30.617736300835823,0.002018293431234606,-9.802906077617557,-5.078112933659624e-05,-0.0009167908583227566,-0.0002608387861873807,47.45003271664243,8.550000034934445,432.0,24.14595591198157,3.1411077099136535,-0.44031862340717454,-2.4992493619236775,1.0637450274603277,-0.41538509833410386,0.1911972110451836,-11.905961676188323
0.73,21.94976528818891,0.014498418394511386,-9.805484970240153,-0.002152234486074117,0.0001493249979881838,0.0007097003100775123,47.45003315641255,8.55000003590441,432.0,24.801328465859722,3.1910832237212587,-0.14702562041050027,-3.5363301740268054,-0.39010628753951937,0.7330370184896401,0.2609124027017586,-11.903202179858233
0.74,13.336643859584337,0.005898792971966887,-9.811138476660656,-0.0004365980030053438,0.00043553396674032765,0.0005573195623986171,47.45003360818226,8.550000036887637,432.0,24.623167062704944,2.4478321806752246,-1.5637122549122264,-3.5767072775235604,-0.09796434031353132,-0.027096633672072795,-0.12190652923599599,-11.689019703782659
0.75,71.40848727412552,0.017677297424584563,-9.795431315982427,0.00033902624180147384,-0.00038279481263497135,2.468926190454852e-06,47.450034124172824,8.550000037884127,432.0,25.56398355244859,1.5443569615872859,-2.1954360902401477,-3.091183495307797,0.3259114830357914,-0.16229217661505602,0.20599487387294865,-12.700262542010782
0.76,-95.23472317610175,0.015131426373051742,-9.810669099550392,2.0859121128363034e-05,-0.0006030778245068226,0.00023427584605818314,47.45003455450787,8.550000038893879,432.0,25.196413374733485,4.403657720294365,-0.9126324935010995,-2.894068180218948,0.019084440943848396,0.09548931948321816,0.16526983678394158,-12.112518840696712
0.77,5.2517461733289865,0.025841658153338373,-9.813484350645775,0.0009820169699231941,-0.0007710607066321813,-0.0012392402872255502,47.45003498956276,8.55000003991689,432.0,25.165294090732516,4.536776047316,0.3862207753082456,-3.1274434321298545,0.23800198863186026,-0.13448354105329036,-0.05008651301391731,-12.761143175108487
0.78,25.714822558187045,0.007721435024019311,-9.802079955041384,0.0005695396371616392,-0.00027032024440113074,0.00042670094006944814,47.45003544773621,8.550000040953158,432.0,24.927320417266138,2.8359244343253964,-0.871743919610829,-2.288636372935294,-0.3645468566275929,-0.21563921349479692,0.2663409111742488,-12.249821135215294
0.79,-49.582022260909426,0.010018459518211533,-9.800403648537984,-0.00020115941457669493,0.0006092701270051302,0.001687987400834743,47.45003586132511,8.550000042002686,432.0,25.242108160853128,4.288359255891669,-1.481000902882352,-3.5620005076217307,-0.15531611279422344,0.41189030791764547,0.9066012118038062,-12.658625631661712
0.8,107.40144715047518,-0.004449827081527554,-9.795828745306808,-0.00022260351733707298,-0.001615554519362588,0.00025229609968120795,47.45003637149978,8.550000043065472,432.0,24.690724085688064,4.294185578894455,-0.541405041426464,-3.1679162184615226,-0.19942144371239032,-0.8620389975851447,0.33229635251445677,-12.310925080537826
0.81,-15.144849155711931,0.02106075227425961,-9.815123963780445,0.00011915679267843341,-0.0016769976264103422,-0.0005845235451672885,47.45003686804805,8.550000044141512,432.0,25.107975459142654,4.185388677409246,-2.0870464557858877,-4.556394650942006,0.5706726871124215,0.8306126147085177,-0.3159229482844539,-12.641109485507002
0.8200000000000001,-59.43153428234688,-0.005095580342362856,-9.804345973229061,-7.117107690983035e-05,0.0005334427353306441,0.00017464722347617444,47.45003731114597,8.550000045230808,432.0,25.573636488169043,3.6756527234172562,-2.3494361596933615,-2.428853700890257,0.3273823364280747,-0.9620262363909112,0.09794043879346566,-11.986384529138345
0.8300000000000001,-52.259056456695006,0.023423966406781974,-9.828262057301677,-0.0007721234896591108,-0.0002946643016616403,0.0005233173411176038,47.45003770724622,8.550000046333356,432.0,25.59004083409118,3.21914698059953,-3.5167238857589327,-2.7586043625867145,-0.21261769709354403,-0.6553251382236147,-0.4760185373415091,-11.662978850450877
0.84,92.00855600496028,0.00931466407924065,-9.798264179741908,-0.001721437356801445,0.001082367330649069,0.0004370115649294126,47.450038186102816,8.550000047449158,432.0,24.899543992042354,2.3791607546863367,-0.9107104738355907,-2.411791079618296,-0.47066533018573575,0.9896537739035098,-0.6450872558625338,-13.303435263867298
0.85,-86.80429814169518,0.02635323625393905,-9.808406156076556,-0.0006560673699694181,-0.00023303195595811142,-0.0019113920185932173,47.45003858688519,8.550000048578212,432.0,25.659187855123204,5.741917336087143,-0.06946287640907434,-3.5459053786837,-0.20904391312990703,-0.009393838597499734,0.9606996030210615,-12.619336421752948
0.86,-20.183799563543637,0.013487466841271915,-9.812238734603639,0.0006162420682914058,-0.0003470924287361335,0.0022508789853518496,47.450038969528244,8.550000049720516,432.0,24.840874807557444,4.268655340374891,-1.5337731981577671,-4.52062664829547,-0.05760508519067639,0.9372949844062686,0.01299372703785423,-12.263220509609525
0.87,129.23102054393254,0.009113415184592437,-9.810296160844235,0.0007160444567342308,-9.399597826746321e-05,-0.000997077606599394,47.45003946839066,8.55000005087607,432.0,24.962539190968222,3.7445761790661987,-1.402617819188614,-2.4122842386889296,-0.3169227247681916,-0.2937440929131897,0.03786891832286131,-11.975510961601255
