timestamp,dimension,trace,condition_number,min_eigenvalue,max_eigenvalue,pos_variance,vel_variance,att_variance
0.002000000,20,8.033003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.005000000,20,8.033003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.008000000,20,8.033003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.011000000,20,8.033003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.255000000,20,8.033003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.258000000,20,8.033003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.261000000,20,8.033003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.265000000,20,8.033003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.268000000,20,8.033003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.293000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.295000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.318000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.533000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.544000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.554000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.554000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.557000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.559000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.561000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.564000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.566000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.970000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.972000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
0.985000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
1.000000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
1.013000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
1.016000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
1.018000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
1.021000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
1.024000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
1.027000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
1.030000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
1.033000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
1.035000000,20,0.083303030,990099.009900991,0.000000010,0.010000000,0.030000000,0.003000000,0.000300000
1.037000000,20,33.080003030,990099009.900990367,0.000000010,10.000000000,30.000000000,3.000000000,0.030000000
1.039000000,20,3.083003030,99009900.990099013,0.000000010,1.000000000,3.000000000,0.030000000,0.003000000
